Municipio;Codigo;Orden;U. Genera;Ejecucion;Duracion Odt;latitud;longitud
TUQUERRES;303674;26514397;Facturacion;2023-06-21 14:34;00:21 Min;1.0845915;-77.6147701
TUQUERRES;1036855;26514671;Facturacion;2023-06-10 10:57;00:15 Min;1.0852593;-77.6174385
SAPUYES;1221886;26514800;Facturacion;2023-06-20 09:58;00:35 Min;1.0242228;-77.6160922
TUQUERRES;299378;26514840;Facturacion;2023-06-09 11:37;02:02 Min;1.0852437;-77.6182724
GUAITARILLA;1178421;26514849;Facturacion;2023-06-09 11:17;00:24 Min;1.1293743;-77.5480771
TUQUERRES;303684;26515069;Facturacion;2023-06-10 09:43;00:30 Min;1.0847946;-77.6152999
TUQUERRES;8566501;26544403;Ges. Energetica;2023-06-09 14:04;01:36 Min;1.0543404;-77.6186275
RICAURTE;1130587;26544418;Control Perdidas;2023-06-08 16:20;01:11 Min;1.2252777814865112;-78.04888916015625
TUQUERRES;8566504;26544505;Ges. Energetica;2023-06-09 14:31;01:08 Min;1.0986466;-77.6055863
OSPINA;8566506;26544555;Ges. Energetica;2023-06-16 14:23;01:10 Min;1.0581398;-77.5664546
ILES;178896;26544996;Ges. Energetica;2023-06-13 12:30;03:01 Min;0.9677153;-77.5222816
ILES;1003210;26545002;Ges. Energetica;2023-06-13 11:30;00:40 Min;0.9685962;-77.5209966
ILES;178938;26545004;Ges. Energetica;2023-06-13 10:06;01:19 Min;0.9692452;-77.5206554
MALLAMA;615963;26545025;Control Perdidas;2023-06-09 16:55;00:56 Min;1.1425000429153442;-77.76555633544922
SAPUYES;308548;26546299;Ges. Energetica;2023-06-13 11:07;00:16 Min;0.981932;-77.6427244
GUACHUCAL;308362;26546318;Ges. Energetica;2023-06-13 13:05;01:01 Min;0.9890862;-77.6607529
GUACHUCAL;308372;26546347;Ges. Energetica;2023-06-13 09:25;00:49 Min;0.9919901;-77.655028
OSPINA;1198420;26547122;Ges. Energetica;2023-06-09 14:03;00:52 Min;1.0183386;-77.5617269
TUQUERRES;417966;26547267;Ges. Energetica;2023-06-14 09:03;01:23 Min;1.1394778;-77.6525391
TUQUERRES;299760;26547479;Facturacion;2023-06-10 09:02;00:22 Min;1.0847946;-77.6171216
TUQUERRES;306296;26547510;Facturacion;2023-06-15 13:20;00:16 Min;1.2089308;-77.6394887
SAPUYES;470154;26547515;Facturacion;2023-06-21 11:33;01:12 Min;1.0472066;-77.6927059
TUQUERRES;1056163;26547520;Facturacion;2023-06-13 14:30;00:26 Min;1.0690702;-77.6564357
TUQUERRES;1227857;26547532;Facturacion;2023-06-13 13:18;00:17 Min;1.0682395;-77.6566702
TUQUERRES;325892;26547533;Facturacion;2023-07-01 08:44;00:46 Min;1.0677065;-77.6569747
TUQUERRES;325868;26547536;Facturacion;2023-06-13 12:41;00:28 Min;1.0685995;-77.6575367
SAPUYES;326524;26567935;Ges. Energetica;2023-06-13 14:59;00:56 Min;1.0485301;-77.6892228
ILES;8566554;26568175;Ges. Energetica;2023-06-13 12:29;01:56 Min;0.9685364;-77.5222079
ILES;8566556;26568188;Ges. Energetica;2023-06-13 11:47;02:34 Min;0.9686082;-77.5221937
RICAURTE;8566557;26568231;Ges. Energetica;2023-06-14 16:42;00:38 Min;1.1796786;-77.9699528
RICAURTE;8566559;26568251;Ges. Energetica;2023-06-14 12:55;01:06 Min;1.223676;-78.0403852
TUQUERRES;428697;26568345;Facturacion;2023-06-13 09:11;00:51 Min;1.1556065;-77.6019403
MALLAMA;8566564;26568357;Ges. Energetica;2023-06-14 09:45;01:43 Min;1.1421091;-77.8664756
OSPINA;8566566;26568380;Ges. Energetica;2023-06-13 15:41;01:49 Min;1.0352792;-77.5869167
GUAITARILLA;8566567;26568403;Ges. Energetica;2023-06-14 12:53;01:19 Min;1.1351676;-77.5496504
TUQUERRES;8566568;26568422;Ges. Energetica;2023-06-14 11:10;02:54 Min;1.0801683;-77.615152
SAPUYES;307436;26583311;Facturacion;2023-06-21 10:53;23:13 Min;1.0360306;-77.6217051
MALLAMA;1003105;26583328;Ges. Energetica;2023-06-16 10:56;00:58 Min;1.1903442;-77.9709645
GUAITARILLA;637690;26583341;Ges. Energetica;2023-06-14 10:08;01:43 Min;1.1763107;-77.4957609
TUQUERRES;301176;26583558;Ges. Energetica;2023-06-14 16:41;00:53 Min;1.087481;-77.6189774
TUQUERRES;8563561;26583802;Facturacion;2023-06-20 12:31;00:15 Min;1.0777355;-77.6140596
TUQUERRES;1252488;26588661;Facturacion;2023-06-16 15:00;00:17 Min;1.0850073;-77.612042
RICAURTE;323332;26588698;Facturacion;2023-06-14 15:09;00:12 Min;1.214054;-77.9981743
TUQUERRES;1149137;26589250;Facturacion;2023-06-16 15:20;00:39 Min;1.0857256;-77.6180875
TUQUERRES;1161695;26589552;Facturacion;2023-06-16 14:53;00:17 Min;1.0870749;-77.6246889
TUQUERRES;1184454;26589598;Facturacion;2023-06-16 14:07;00:28 Min;1.0861395;-77.6242751
TUQUERRES;1201699;26589601;Facturacion;2023-06-16 13:47;00:28 Min;1.0871791;-77.6145133
TUQUERRES;1052547;26589609;Facturacion;2023-06-16 14:24;00:24 Min;1.0864433;-77.6094757
TUQUERRES;617296;26589632;Facturacion;2023-06-15 08:36;00:17 Min;1.1141684;-77.6371053
TUQUERRES;1014995;26589648;Facturacion;2023-06-16 10:40;00:18 Min;1.074583;-77.6294125
TUQUERRES;306148;26589654;Facturacion;2023-06-15 09:08;00:16 Min;1.1118699;-77.6372069
MALLAMA;1141117;26589674;Facturacion;2023-06-14 10:04;00:53 Min;1.1208163;-77.7875091
SAPUYES;307710;26589682;Facturacion;2023-06-23 09:54;00:25 Min;1.0353074;-77.6236251
IMUES;1167987;26589699;Facturacion;2023-06-26 11:28;00:24 Min;1.0541969;-77.451425
OSPINA;316150;26601831;Ges. Energetica;2023-06-23 12:47;00:25 Min;1.0199975;-77.5604845
RICAURTE;626187;26601873;Ges. Energetica;2023-07-11 11:33;01:13 Min;1.2283532;-78.0283639
GUAITARILLA;313158;26601881;Ges. Energetica;2023-06-14 14:41;01:00 Min;1.1387268;-77.5456704
TUQUERRES;575117;26601929;Ges. Energetica;2023-06-14 14:10;00:18 Min;1.0888073;-77.6133972
TUQUERRES;1113580;26610238;Facturacion;2023-06-16 11:37;00:21 Min;1.0910953;-77.6137145
TUQUERRES;442450;26610306;Facturacion;2023-06-16 12:07;00:20 Min;1.0888435;-77.61449
IMUES;8534650;26632337;Facturacion;2023-06-26 10:48;00:24 Min;1.0542793;-77.4530066
IMUES;327768;26632343;Facturacion;2023-06-26 13:14;00:19 Min;1.0896838;-77.50766
IMUES;327530;26632356;Facturacion;2023-06-26 14:06;00:10 Min;1.0986306;-77.5295879
SAPUYES;579695;26632367;Facturacion;2023-06-21 10:10;00:19 Min;1.0427981;-77.7235936
SAPUYES;442484;26632383;Facturacion;2023-06-21 09:32;00:24 Min;1.0410924;-77.7201045
SAPUYES;1028889;26632409;Facturacion;2023-06-21 10:35;00:28 Min;1.039248;-77.7154887
SAPUYES;308588;26632456;Ges. Energetica;2023-06-16 09:05;01:10 Min;0.9829421;-77.6481153
RICAURTE;1145675;26635369;Ges. Energetica;2023-07-11 16:07;00:44 Min;1.2254261;-78.0377498
MALLAMA;1062578;26640278;Ges. Energetica;2023-07-17 12:46;01:10 Min;1.2243161;-78.0427063
TUQUERRES;1019690;26646107;Facturacion;2023-06-20 08:56;00:27 Min;1.0575899;-77.6711553
SAPUYES;307864;26648736;Facturacion;2023-06-22 12:54;00:24 Min;1.0351603;-77.6247256
IMUES;328052;26661801;Control Perdidas;2023-06-15 15:15;02:15 Min;1.0555635690689087;-77.49555206298828
TUQUERRES;305802;26664959;Ges. Energetica;2023-06-20 09:18;01:45 Min;1.1135992;-77.6323946
RICAURTE;1155130;26672618;Ges. Energetica;2023-07-11 14:51;16:59 Min;1.2259152;-78.0513367
TUQUERRES;301288;26672674;Facturacion;2023-06-20 08:53;00:25 Min;1.0866151;-77.6192707
TUQUERRES;8566730;26673080;Ges. Energetica;2023-06-20 15:12;01:18 Min;1.0889042;-77.6116099
TUQUERRES;8566731;26673212;Ges. Energetica;2023-06-20 14:40;02:04 Min;1.0903344;-77.6240542
TUQUERRES;8566732;26673248;Ges. Energetica;2023-06-20 15:51;01:03 Min;1.0679244;-77.6530754
TUQUERRES;8566733;26673268;Ges. Energetica;2023-06-16 11:17;01:50 Min;1.0869724;-77.6517272
TUQUERRES;8566734;26673309;Ges. Energetica;2023-06-16 14:12;00:41 Min;1.0846404;-77.6187024
TUQUERRES;8566735;26673368;Ges. Energetica;2023-06-16 14:54;00:20 Min;1.0846738;-77.6186046
TUQUERRES;8566736;26673423;Ges. Energetica;2023-06-16 15:16;00:18 Min;1.0845479;-77.6186928
TUQUERRES;8566737;26673468;Ges. Energetica;2023-06-16 15:35;00:19 Min;1.0845901;-77.6188228
IMUES;8566739;26673583;Ges. Energetica;2023-06-20 10:12;00:42 Min;1.0679621;-77.469291
RICAURTE;8566740;26673621;Ges. Energetica;2023-06-16 12:54;00:52 Min;1.2160138;-77.9998511
TUQUERRES;1113591;26673741;Facturacion;2023-06-20 12:56;00:25 Min;1.0868334;-77.6203564
TUQUERRES;298906;26673969;Facturacion;2023-06-20 11:37;00:12 Min;1.0897212;-77.6211072
TUQUERRES;299100;26673972;Facturacion;2023-06-20 11:50;00:12 Min;1.0895976;-77.6209809
TUQUERRES;299098;26673974;Facturacion;2023-06-20 12:05;00:12 Min;1.0895183;-77.6209117
TUQUERRES;300496;26673976;Facturacion;2023-06-20 11:05;00:14 Min;1.0896237;-77.6208366
TUQUERRES;300550;26673979;Facturacion;2023-06-20 09:26;00:15 Min;1.0898278;-77.6205024
TUQUERRES;302396;26673980;Facturacion;2023-06-16 12:14;00:43 Min;1.087976;-77.6150009
TUQUERRES;300552;26673981;Facturacion;2023-06-20 09:41;00:13 Min;1.089802;-77.6204875
TUQUERRES;1128614;26674017;Facturacion;2023-06-20 09:55;00:13 Min;1.0897471;-77.6204765
TUQUERRES;300556;26674018;Facturacion;2023-06-20 10:13;00:15 Min;1.0896536;-77.6206693
TUQUERRES;575117;26674022;Facturacion;2023-06-16 08:53;01:12 Min;1.0888755;-77.6133763
TUQUERRES;300558;26674023;Facturacion;2023-06-20 10:29;00:11 Min;1.089639;-77.6207276
TUQUERRES;1053505;26674024;Facturacion;2023-06-20 10:42;00:10 Min;1.0896511;-77.6207143
TUQUERRES;1040625;26674028;Facturacion;2023-06-20 11:20;00:15 Min;1.0895773;-77.6208644
TUQUERRES;1065667;26674138;Ges. Energetica;2023-06-20 11:45;02:15 Min;1.087033;-77.6213374
TUQUERRES;1068139;26682029;Facturacion;2023-06-20 11:29;00:16 Min;1.0792125;-77.618832
TUQUERRES;1069064;26682033;Facturacion;2023-06-20 11:47;00:16 Min;1.0792365;-77.6187638
TUQUERRES;1068113;26682035;Facturacion;2023-06-20 11:09;00:17 Min;1.0792018;-77.6189317
TUQUERRES;1067028;26682037;Facturacion;2023-06-20 12:52;00:16 Min;1.0794096;-77.6186485
TUQUERRES;1076774;26682047;Facturacion;2023-06-20 12:16;00:18 Min;1.0793797;-77.6186247
TUQUERRES;1038772;26682049;Facturacion;2023-06-20 12:36;00:14 Min;1.0793696;-77.6186589
TUQUERRES;1069066;26682057;Facturacion;2023-06-20 16:01;00:20 Min;1.0795204;-77.618397
TUQUERRES;645366;26682058;Facturacion;2023-06-20 15:16;00:18 Min;1.0797436;-77.618033
TUQUERRES;1049009;26682069;Facturacion;2023-06-20 16:31;00:20 Min;1.0797709;-77.6180697
TUQUERRES;1072216;26682072;Facturacion;2023-06-20 16:53;00:23 Min;1.079814;-77.617974
TUQUERRES;1113544;26682078;Facturacion;2023-06-21 12:34;00:18 Min;1.0796765;-77.6181359
TUQUERRES;1153323;26682083;Facturacion;2023-06-21 12:03;00:29 Min;1.0795344;-77.6181793
TUQUERRES;1068138;26682087;Facturacion;2023-06-21 11:35;00:18 Min;1.0789854;-77.6190563
TUQUERRES;1068137;26682153;Facturacion;2023-06-21 11:14;00:19 Min;1.0791185;-77.6189917
RICAURTE;8566794;26741525;Ges. Energetica;2023-06-28 12:59;01:48 Min;1.2055131;-77.9814342
RICAURTE;8566795;26741536;Ges. Energetica;2023-06-28 14:47;00:54 Min;1.2052174;-77.9814976
TUQUERRES;8566797;26741550;Ges. Energetica;2023-06-20 14:19;01:11 Min;1.089249;-77.6252235
GUAITARILLA;8566799;26741571;Ges. Energetica;2023-06-20 10:46;01:12 Min;1.1308579;-77.5503913
GUAITARILLA;1210258;26741615;Ges. Energetica;2023-06-20 12:38;04:21 Min;1.1438953;-77.5470005
RICAURTE;1227107;26741714;Ges. Energetica;2023-07-11 10:33;00:11 Min;1.21099;-77.9946564
RICAURTE;1213465;26741719;Ges. Energetica;2023-07-11 15:30;00:33 Min;1.2116667032241821;-77.99527740478516
RICAURTE;1113578;26741721;Ges. Energetica;2023-07-11 10:49;00:15 Min;1.2108755;-77.9954817
RICAURTE;1228090;26741722;Ges. Energetica;2023-07-11 11:09;01:13 Min;1.2117157;-77.9950718
TUQUERRES;306220;26747779;Facturacion;2023-07-04 09:44;00:26 Min;1.2091518;-77.6411151
SAPUYES;414866;26747820;Facturacion;2023-06-21 09:03;07:36 Min;1.0308004;-77.6623589
TUQUERRES;1180596;26748408;Facturacion;2023-06-21 14:27;00:26 Min;1.0781181;-77.6183696
TUQUERRES;8564985;26748497;Facturacion;2023-06-21 15:37;00:26 Min;1.0851197;-77.6100895
TUQUERRES;1012809;26748693;Facturacion;2023-06-23 11:05;00:20 Min;1.1453578;-77.6100139
IMUES;8566863;26761295;Ges. Energetica;2023-06-21 10:07;00:55 Min;1.0519057;-77.4519032
IMUES;8566864;26761374;Ges. Energetica;2023-06-21 09:13;01:32 Min;1.0518932;-77.4518653
IMUES;8566865;26761554;Ges. Energetica;2023-06-21 10:35;20:40 Min;1.0556439;-77.4514528
IMUES;8566868;26761721;Ges. Energetica;2023-07-04 11:34;01:13 Min;1.0639106;-77.4618279
RICAURTE;8566872;26762025;Ges. Energetica;2023-06-28 11:05;01:27 Min;1.2192443;-77.9974955
MALLAMA;325078;26762538;Ges. Energetica;2023-06-28 10:14;01:07 Min;1.1121802;-77.8403628
GUAITARILLA;311866;26762540;Ges. Energetica;2023-06-23 10:30;01:01 Min;1.1280806;-77.5513657
TUQUERRES;301064;26762542;Ges. Energetica;2023-06-21 11:00;02:05 Min;1.0885163;-77.6184086
RICAURTE;416204;26781011;Ges. Energetica;2023-06-21 07:01;00:41 Min;1.2241666316986084;-78.0455551147461
RICAURTE;1069703;26781019;Ges. Energetica;2023-07-17 11:15;00:36 Min;1.2124664;-77.9950604
TUQUERRES;303820;26781037;Facturacion;2023-06-21 14:01;00:14 Min;1.0797155;-77.6151141
TUQUERRES;1022816;26781051;Facturacion;2023-06-21 15:04;00:18 Min;1.0852679;-77.6171264
RICAURTE;1227212;26781055;Ges. Energetica;2023-07-13 15:55;00:25 Min;1.2104644;-77.9931949
TUQUERRES;1118913;26781081;Facturacion;2023-06-22 09:56;00:28 Min;1.1241891;-77.6358851
TUQUERRES;8555480;26781096;Facturacion;2023-06-23 11:56;00:12 Min;1.1278904;-77.6379804
SAPUYES;1092290;26781134;Facturacion;2023-06-21 08:56;00:25 Min;1.0385603;-77.7047398
TUQUERRES;325550;26781141;Facturacion;2023-06-21 13:20;00:18 Min;1.0733425;-77.6523265
TUQUERRES;1077335;26796384;Facturacion;2023-06-22 15:17;01:17 Min;1.0871633;-77.6211708
TUQUERRES;300310;26796486;Facturacion;2023-06-22 10:48;02:15 Min;1.0935056;-77.6280822
TUQUERRES;329854;26797516;Facturacion;2023-06-23 14:38;01:16 Min;1.078532;-77.5902062
TUQUERRES;1028898;26797520;Facturacion;2023-07-01 09:44;00:16 Min;1.0713672;-77.6474165
SAPUYES;307556;26797523;Facturacion;2023-06-22 12:10;00:32 Min;1.038037;-77.6212955
OSPINA;330070;26797542;Facturacion;2023-06-26 15:58;01:03 Min;1.0198084;-77.5730497
MALLAMA;1085570;26797548;Facturacion;2023-07-21 10:59;00:26 Min;1.1005731;-77.7656265
MALLAMA;1015020;26797551;Facturacion;2023-06-28 14:52;00:21 Min;1.0526536;-77.7558061
MALLAMA;1073954;26797552;Facturacion;2023-06-28 14:06;00:29 Min;1.0705765;-77.7727275
IMUES;1227747;26797557;Facturacion;2023-06-26 15:08;00:27 Min;1.0685732;-77.5407294
OSPINA;8566927;26798418;Ges. Energetica;2023-06-23 15:49;02:26 Min;1.050639;-77.5768168
SAPUYES;8566930;26798450;Ges. Energetica;2023-06-22 10:16;00:50 Min;1.0220654;-77.6161417
TUQUERRES;8566932;26798520;Ges. Energetica;2023-06-26 09:10;02:35 Min;1.0893385;-77.6131174
GUAITARILLA;8566934;26798569;Ges. Energetica;2023-06-23 12:19;03:54 Min;1.1345435;-77.5513239
SAPUYES;8566936;26798825;Ges. Energetica;2023-06-23 11:06;73:27 Min;1.0296579;-77.63475
TUQUERRES;299566;26799255;Ges. Energetica;2023-06-22 09:38;04:36 Min;1.0821556;-77.6168238
OSPINA;315556;26799329;Ges. Energetica;2023-06-23 13:57;00:21 Min;1.0594897;-77.5648818
OSPINA;588723;26799363;Ges. Energetica;2023-06-23 15:06;00:22 Min;1.0598557;-77.5656651
OSPINA;315708;26799371;Ges. Energetica;2023-06-23 13:33;00:15 Min;1.057617;-77.5653763
OSPINA;1131182;26799373;Ges. Energetica;2023-06-23 14:29;00:28 Min;1.0586375;-77.5659108
TUQUERRES;8566731;26803635;Facturacion;2023-06-23 11:56;00:24 Min;1.0903945;-77.6240043
TUQUERRES;1123024;26803658;Facturacion;2023-06-29 17:16;00:24 Min;1.0919551;-77.6269197
TUQUERRES;300574;26803786;Facturacion;2023-06-29 14:54;00:17 Min;1.0892047;-77.6215796
TUQUERRES;410508;26803790;Facturacion;2023-06-23 09:06;00:17 Min;1.0892918;-77.6213662
TUQUERRES;1083294;26803792;Facturacion;2023-06-23 09:27;00:17 Min;1.0893475;-77.621291
TUQUERRES;300482;26803796;Facturacion;2023-06-23 08:54;00:11 Min;1.0893358;-77.6212898
TUQUERRES;300494;26803798;Facturacion;2023-06-23 09:46;00:16 Min;1.0895828;-77.6210741
TUQUERRES;300490;26803801;Facturacion;2023-06-23 08:37;00:14 Min;1.0894794;-77.6211684
TUQUERRES;1203252;26803811;Facturacion;2023-06-23 08:12;00:12 Min;1.0895666;-77.621087
TUQUERRES;1207579;26803836;Facturacion;2023-06-23 08:24;00:12 Min;1.089553;-77.6210833
TUQUERRES;300560;26803943;Facturacion;2023-06-23 10:05;00:13 Min;1.0894992;-77.6211146
SAPUYES;8566967;26804134;Ges. Energetica;2023-06-23 09:22;01:03 Min;1.045904;-77.5937069
ILES;8566968;26814578;Ges. Energetica;2023-06-23 09:35;02:34 Min;0.9688059;-77.5204599
IMUES;327482;26816394;Ges. Energetica;2023-06-23 08:33;01:57 Min;1.0783529;-77.5444519
OSPINA;315824;26816412;Ges. Energetica;2023-07-04 12:56;00:21 Min;1.0578662;-77.567065
OSPINA;1195551;26816544;Ges. Energetica;2023-07-04 13:47;00:47 Min;1.0616102;-77.5655909
TUQUERRES;617280;26852299;Facturacion;2023-06-29 09:29;00:40 Min;1.097269;-77.6497116
SAPUYES;1115368;26853586;Facturacion;2023-06-28 12:40;01:28 Min;1.0383769;-77.6209605
TUQUERRES;300562;26853945;Facturacion;2023-06-29 15:57;00:15 Min;1.0894665;-77.621114
TUQUERRES;300564;26853950;Facturacion;2023-06-29 15:37;00:18 Min;1.0894299;-77.6211718
TUQUERRES;1068121;26853968;Facturacion;2023-06-29 09:12;00:28 Min;1.0797225;-77.6186782
NN;1236438;26853985;Facturacion;2023-06-29 09:44;00:23 Min;1.0796942;-77.6187078
TUQUERRES;302312;26854037;Ges. Energetica;2023-06-26 07:56;01:45 Min;1.0847492218017578;-77.61573791503906
TUQUERRES;1207747;26854040;Facturacion;2023-06-29 12:12;00:19 Min;1.0793924;-77.6190821
TUQUERRES;1068125;26854047;Facturacion;2023-06-29 12:33;00:23 Min;1.0793761;-77.6191292
TUQUERRES;531931;26854048;Ges. Energetica;2023-06-26 15:09;01:24 Min;1.0902776718139648;-77.61277770996094
TUQUERRES;330386;26854052;Ges. Energetica;2023-06-26 11:20;03:01 Min;1.0906065;-77.6223832
TUQUERRES;1069069;26854054;Facturacion;2023-06-29 14:24;00:24 Min;1.0792495;-77.6191437
GUAITARILLA;433658;26854065;Ges. Energetica;2023-06-26 09:46;03:11 Min;1.1272221803665161;-77.55083465576172
TUQUERRES;645367;26854067;Facturacion;2023-06-29 15:35;00:13 Min;1.0795773;-77.6190228
GUAITARILLA;312822;26854070;Ges. Energetica;2023-06-26 12:59;02:09 Min;1.1327779293060303;-77.55110931396484
TUQUERRES;645365;26854077;Facturacion;2023-06-29 15:20;00:14 Min;1.0796325;-77.6189171
TUQUERRES;326140;26860130;Facturacion;2023-06-28 09:34;03:18 Min;1.0684726;-77.6569216
TUQUERRES;299580;26887929;Facturacion;2023-07-01 11:31;00:15 Min;1.08126;-77.6166011
GUAITARILLA;8567068;26888015;Ges. Energetica;2023-06-28 10:32;02:36 Min;1.1312546;-77.5508162
TUQUERRES;8567075;26888841;Ges. Energetica;2023-06-28 15:02;00:24 Min;1.0846186;-77.6187302
TUQUERRES;8567076;26888921;Ges. Energetica;2023-06-28 15:26;00:20 Min;1.0846112;-77.6187367
TUQUERRES;1230238;26889326;Ges. Energetica;2023-07-07 18:00;00:45 Min;1.0850000381469727;-77.59610748291016
TUQUERRES;327626;26889335;Ges. Energetica;2023-07-05 17:01;01:16 Min;1.0908702611923218;-77.58818054199219
TUQUERRES;302712;26889340;Ges. Energetica;2023-07-05 15:34;00:23 Min;1.089034;-77.609976
TUQUERRES;1128878;26889458;Facturacion;2023-06-29 16:34;00:15 Min;1.0896828;-77.6207363
TUQUERRES;1088177;26889461;Facturacion;2023-06-29 16:19;00:13 Min;1.0896719;-77.6206708
TUQUERRES;463378;26889465;Facturacion;2023-06-29 16:49;00:19 Min;1.0896806;-77.6206728
TUQUERRES;300492;26889482;Facturacion;2023-06-29 14:26;00:17 Min;1.0895823;-77.6210635
TUQUERRES;1040741;26889503;Facturacion;2023-06-29 14:10;00:15 Min;1.0895121;-77.6210882
TUQUERRES;639538;26889507;Facturacion;2023-06-29 11:17;00:20 Min;1.0892186;-77.6216988
TUQUERRES;639539;26889513;Facturacion;2023-06-29 11:38;00:12 Min;1.0891339;-77.6217958
TUQUERRES;1246330;26889517;Facturacion;2023-06-29 11:51;00:16 Min;1.0891451;-77.6218169
TUQUERRES;300476;26889519;Facturacion;2023-06-29 10:38;00:13 Min;1.0891388;-77.6218899
TUQUERRES;303374;26889525;Facturacion;2023-06-29 15:13;00:19 Min;1.0889901;-77.6220504
TUQUERRES;1194842;26889537;Facturacion;2023-06-29 10:53;00:19 Min;1.0890669;-77.6220092
TUQUERRES;1049921;26894201;Ges. Energetica;2023-07-05 15:59;01:35 Min;1.0570604;-77.6649855
SAPUYES;326392;26894211;Ges. Energetica;2023-07-05 10:01;01:12 Min;1.0462214;-77.6918578
TUQUERRES;1031646;26894485;Facturacion;2023-07-01 10:58;00:23 Min;1.0867748;-77.6189182
SAPUYES;326288;26894724;Facturacion;2023-06-28 15:32;02:07 Min;1.0457072;-77.6933212
TUQUERRES;8567098;26894966;Ges. Energetica;2023-06-29 16:06;01:05 Min;1.0872139;-77.6141132
TUQUERRES;8567100;26895017;Ges. Energetica;2023-06-28 13:08;01:42 Min;1.0877625;-77.6116459
GUAITARILLA;313154;26895128;Control Perdidas;2023-06-27 11:17;01:51 Min;1.137525200843811;-77.54722595214844
ILES;1103814;26895142;Control Perdidas;2023-06-27 15:06;02:12 Min;0.9695759415626526;-77.52023315429688
TUQUERRES;444818;26895495;Facturacion;2023-07-01 12:30;00:28 Min;1.0839129;-77.6153735
TUQUERRES;645318;26896928;Facturacion;2023-06-29 12:25;00:16 Min;1.0891631;-77.6219154
TUQUERRES;639540;26896935;Facturacion;2023-06-29 12:08;00:15 Min;1.0891714;-77.6218221
TUQUERRES;1019655;26896942;Facturacion;2023-07-05 11:02;01:04 Min;1.0721861;-77.6723049
TUQUERRES;329556;26896958;Facturacion;2023-07-05 14:34;01:02 Min;1.0854644;-77.5917478
TUQUERRES;510111;26896967;Facturacion;2023-06-30 14:30;00:29 Min;1.0868828;-77.6199275
TUQUERRES;1146609;26896980;Facturacion;2023-07-07 11:01;00:21 Min;1.0840293;-77.5943945
TUQUERRES;1197507;26897846;Facturacion;2023-07-04 11:22;00:41 Min;1.1853984;-77.6481108
TUQUERRES;418018;26901030;Ges. Energetica;2023-07-10 09:29;01:23 Min;1.1397181;-77.6535603
OSPINA;1257290;26901217;Ges. Energetica;2023-07-04 13:23;00:18 Min;1.0585716;-77.5673512
NN;1238063;26901219;Ges. Energetica;2023-07-04 14:56;00:38 Min;1.056605;-77.5681715
OSPINA;316494;26901239;Ges. Energetica;2023-07-04 09:27;00:46 Min;1.0397019;-77.57221
TUQUERRES;8567139;26903326;Ges. Energetica;2023-07-01 08:53;01:45 Min;1.0904275;-77.6252102
TUQUERRES;8567141;26903364;Ges. Energetica;2023-07-26 16:16;01:25 Min;1.0895453;-77.6196497
TUQUERRES;8567142;26903575;Ges. Energetica;2023-07-01 08:55;01:17 Min;1.094577;-77.6116889
ILES;8567143;26903663;Ges. Energetica;2023-06-29 10:19;01:47 Min;0.9660937;-77.5247036
GUAITARILLA;311796;26910126;Control Perdidas;2023-06-28 12:31;00:28 Min;1.1252776384353638;-77.5552749633789
TUQUERRES;1003218;26922141;Facturacion;2023-07-01 11:33;00:27 Min;1.0904008;-77.6194438
TUQUERRES;300538;26922161;Facturacion;2023-07-01 10:22;00:39 Min;1.0903495;-77.6194698
TUQUERRES;599769;26922182;Facturacion;2023-07-01 11:01;00:31 Min;1.0903205;-77.6194264
TUQUERRES;8567153;26925772;Ges. Energetica;2023-07-04 15:45;01:19 Min;1.0755235;-77.5915996
TUQUERRES;8563127;26926123;Ges. Energetica;2023-07-04 16:17;00:53 Min;1.0823642;-77.6151527
GUAITARILLA;621003;26926790;Ges. Energetica;2023-06-29 14:53;01:21 Min;1.1294445991516113;-77.55110931396484
GUAITARILLA;1033634;26926793;Ges. Energetica;2023-06-29 14:07;00:51 Min;1.1327779293060303;-77.55333709716797
OSPINA;433668;26926800;Ges. Energetica;2023-07-04 11:56;00:54 Min;1.022445;-77.5552729
OSPINA;398024;26926813;Ges. Energetica;2023-07-04 10:44;00:30 Min;1.0086538;-77.5587553
GUAITARILLA;312404;26942932;Ges. Energetica;2023-07-07 10:47;00:31 Min;1.132564;-77.5495734
GUAITARILLA;312590;26942972;Ges. Energetica;2023-07-18 15:33;00:31 Min;1.1296258;-77.5472359
TUQUERRES;1223418;26944084;Facturacion;2023-07-04 12:07;00:21 Min;1.1861396;-77.6482083
TUQUERRES;1040436;26944098;Facturacion;2023-07-04 15:18;00:24 Min;1.1868955;-77.6471615
TUQUERRES;1070896;26944108;Facturacion;2023-07-04 14:14;00:26 Min;1.1914056;-77.6476629
TUQUERRES;1040422;26944111;Facturacion;2023-07-04 12:46;01:11 Min;1.1872058;-77.6484797
OSPINA;317314;26944115;Facturacion;2023-07-19 12:52;01:23 Min;1.0264857;-77.5397978
TUQUERRES;8567190;26948575;Ges. Energetica;2023-07-05 16:08;00:46 Min;1.0845686;-77.6186571
TUQUERRES;8567191;26948638;Ges. Energetica;2023-07-04 10:26;13:08 Min;1.2097909;-77.6404874
TUQUERRES;8567192;26948679;Ges. Energetica;2023-07-04 09:23;01:12 Min;1.1854546;-77.6361541
