Municipio;Codigo;Orden;U. Genera;Ejecucion;Duracion Odt;latitud;longitud
IMUES;327350;22700539;Facturacion;2023-05-15 09:45;00:28 Min;1.0985545;-77.5407568
IMUES;327446;22700544;Facturacion;2023-05-15 10:42;00:56 Min;1.0966727;-77.5606115
IMUES;641129;22700554;Facturacion;2023-05-12 14:59;00:28 Min;1.0514159;-77.4525947
IMUES;327486;22810660;Facturacion;2023-05-12 16:59;01:18 Min;1.0870428;-77.6200403
TUQUERRES;1065752;23307147;Facturacion;2023-02-11 08:55;00:50 Min;1.0868550539016724;-77.61898040771484
MALLAMA;8538995;23796595;Facturacion;2023-02-08 15:30;00:42 Min;1.1915321;-77.9328806
SAPUYES;307700;23859043;Facturacion;2023-02-10 08:49;00:15 Min;1.0348213;-77.6239786
RICAURTE;1219980;23877235;Facturacion;2023-02-08 11:09;02:07 Min;1.216421;-77.9997693
SAPUYES;307788;23877243;Facturacion;2023-02-10 09:34;00:23 Min;1.0380126;-77.6221863
RICAURTE;1062998;23895840;Facturacion;2023-02-08 14:08;00:53 Min;1.2097754;-77.9923709
GUAITARILLA;1249225;23895899;Facturacion;2023-02-20 13:18;00:48 Min;1.1280798;-77.5478731
MALLAMA;1207656;23896401;Facturacion;2023-02-08 17:24;00:32 Min;1.1406225;-77.8651216
TUQUERRES;627580;23980429;Facturacion;2023-02-10 09:00;01:42 Min;1.0943344;-77.6290796
SAPUYES;326326;23990475;Facturacion;2023-02-09 16:53;01:06 Min;1.0476206;-77.692872
GUAITARILLA;1014931;24102420;Ges. Energetica;2023-02-09 16:32;00:-51 Min;1.1292058;-77.5469614
IMUES;511758;24102422;Ges. Energetica;2023-02-08 10:23;01:17 Min;1.0537789;-77.4962657
IMUES;413494;24102432;Ges. Energetica;2023-02-08 14:42;18:27 Min;1.1026603;-77.5086683
IMUES;439848;24102434;Ges. Energetica;2023-02-08 16:50;16:14 Min;1.0871414;-77.619932
IMUES;533605;24102436;Ges. Energetica;2023-02-08 15:49;17:18 Min;1.0871175;-77.6199428
IMUES;400094;24102451;Ges. Energetica;2023-02-08 12:37;21:44 Min;1.0678388;-77.4719647
RICAURTE;1203705;24102457;Ges. Energetica;2023-02-25 15:02;01:29 Min;0.8018503785133362;-77.85536193847656
RICAURTE;1203715;24102458;Ges. Energetica;2023-02-25 07:33;02:23 Min;0.8031132221221924;-77.85499572753906
RICAURTE;1203778;24102460;Ges. Energetica;2023-02-25 09:59;00:09 Min;0.8031132221221924;-77.85499572753906
RICAURTE;1203909;24102462;Ges. Energetica;2023-02-25 15:05;02:00 Min;0.8023073077201843;-77.8558349609375
RICAURTE;1203834;24102463;Ges. Energetica;2023-02-25 10:49;00:10 Min;0.8031108975410461;-77.85499572753906
RICAURTE;1203623;24102465;Ges. Energetica;2023-02-25 10:37;00:04 Min;0.8031108975410461;-77.85499572753906
RICAURTE;1203655;24102466;Ges. Energetica;2023-02-25 10:59;00:05 Min;0.8031108975410461;-77.85499572753906
RICAURTE;1203662;24102469;Ges. Energetica;2023-02-25 10:40;00:08 Min;0.8031108975410461;-77.85499572753906
RICAURTE;1203812;24102471;Ges. Energetica;2023-02-25 13:03;01:58 Min;0.8022191524505615;-77.85511016845703
RICAURTE;1203760;24102489;Ges. Energetica;2023-02-25 10:27;00:10 Min;0.8031132221221924;-77.85499572753906
RICAURTE;1203753;24102490;Ges. Energetica;2023-02-25 10:27;00:10 Min;0.8031108975410461;-77.85499572753906
RICAURTE;1203666;24102492;Ges. Energetica;2023-02-25 11:04;-01:-16 Min;0.8031132221221924;-77.85499572753906
RICAURTE;1203707;24102493;Ges. Energetica;2023-02-25 15:04;01:44 Min;0.8019807934761047;-77.8545150756836
RICAURTE;1203738;24102494;Ges. Energetica;2023-02-25 15:06;02:08 Min;0.8011983633041382;-77.85688781738281
RICAURTE;1203839;24102495;Ges. Energetica;2023-02-25 10:12;00:14 Min;0.8031132221221924;-77.85499572753906
ILES;435994;24122675;Facturacion;2023-02-09 14:08;00:34 Min;0.9826393;-77.5551793
MALLAMA;8533281;24122709;Facturacion;2023-02-08 16:31;00:47 Min;1.1433077;-77.8667872
OSPINA;1255130;24122710;Facturacion;2023-02-09 08:37;28:08 Min;1.0409715;-77.5742714
OSPINA;315632;24122712;Facturacion;2023-02-10 13:31;00:43 Min;1.058611;-77.5654661
OSPINA;317022;24122717;Facturacion;2023-02-09 15:53;01:07 Min;1.042818;-77.5576809
OSPINA;316364;24122719;Facturacion;2023-02-10 11:13;00:21 Min;1.0434423;-77.5822009
OSPINA;1198420;24122721;Facturacion;2023-02-22 10:10;00:15 Min;1.0183304;-77.561794
TUQUERRES;301252;24122726;Facturacion;2023-02-08 08:57;00:30 Min;1.0872418;-77.6195352
TUQUERRES;1079948;24122734;Facturacion;2023-02-08 14:32;01:28 Min;1.0812308;-77.5704866
TUQUERRES;1117705;24142656;Facturacion;2023-02-11 08:36;00:25 Min;1.0881091;-77.61801
TUQUERRES;8561392;24144157;Ges. Energetica;2023-02-20 14:21;01:51 Min;1.0837131;-77.6157116
TUQUERRES;8561393;24144164;Ges. Energetica;2023-02-08 15:14;01:46 Min;1.0877857;-77.6115909
TUQUERRES;8561394;24144167;Ges. Energetica;2023-02-08 17:05;00:41 Min;1.086884;-77.6198699
TUQUERRES;8561396;24155766;Ges. Energetica;2023-02-11 11:18;00:-03 Min;1.0851219;-77.6165224
TUQUERRES;8561397;24156566;Ges. Energetica;2023-02-13 20:29;-54:-04 Min;1.0870838;-77.6185724
TUQUERRES;8561400;24156573;Ges. Energetica;2023-02-11 08:56;01:46 Min;1.0895865;-77.6234652
TUQUERRES;8561402;24156585;Ges. Energetica;2023-02-13 13:19;02:47 Min;1.090046;-77.6204779
TUQUERRES;8561404;24172123;Ges. Energetica;2023-02-13 13:18;02:11 Min;1.090077;-77.6204654
TUQUERRES;8561405;24172718;Ges. Energetica;2023-02-13 13:17;01:53 Min;1.0900807;-77.6204656
TUQUERRES;8561406;24172721;Ges. Energetica;2023-02-13 13:16;01:25 Min;1.0900727;-77.6204428
TUQUERRES;8561408;24172956;Ges. Energetica;2023-02-11 10:49;01:18 Min;1.0656415;-77.654695
TUQUERRES;8561412;24172980;Ges. Energetica;2023-02-11 10:51;01:42 Min;1.0699109;-77.6076649
TUQUERRES;8561413;24172996;Ges. Energetica;2023-02-11 08:57;03:57 Min;1.090476;-77.6156451
TUQUERRES;8561416;24173041;Ges. Energetica;2023-02-13 10:36;01:56 Min;1.1531154;-77.6580845
TUQUERRES;8561418;24173059;Ges. Energetica;2023-02-11 09:31;01:23 Min;1.1069194;-77.5879141
ILES;1090085;24173137;Facturacion;2023-02-09 10:23;01:10 Min;0.9685236;-77.5211008
SAPUYES;326242;24173293;Facturacion;2023-02-09 15:37;01:04 Min;1.0454185;-77.6950588
SAPUYES;456990;24173297;Facturacion;2023-02-09 12:12;01:09 Min;1.0455337;-77.6951108
SAPUYES;326188;24173298;Facturacion;2023-02-09 14:04;01:28 Min;1.0436872;-77.7004978
TUQUERRES;458082;24173300;Facturacion;2023-02-15 11:15;01:30 Min;1.113957;-77.6349941
TUQUERRES;305798;24173305;Facturacion;2023-02-15 14:27;00:19 Min;1.1137484;-77.6322772
SAPUYES;592206;24173309;Facturacion;2023-02-09 10:18;01:39 Min;1.0149712;-77.7118747
TUQUERRES;305920;24173327;Facturacion;2023-02-15 15:24;00:32 Min;1.129168;-77.6381476
TUQUERRES;1041655;24173332;Facturacion;2023-02-17 15:16;00:39 Min;1.1532036;-77.6449442
TUQUERRES;326760;24173334;Facturacion;2023-02-10 15:01;00:38 Min;1.0645044;-77.6238498
TUQUERRES;326806;24173335;Facturacion;2023-02-10 15:56;00:42 Min;1.0548273;-77.6256516
TUQUERRES;306578;24173387;Facturacion;2023-02-17 14:24;00:16 Min;1.1840379;-77.6370715
TUQUERRES;8561291;24173825;Ges. Energetica;2023-02-15 14:11;00:46 Min;1.0900799;-77.6225714
GUAITARILLA;313268;24174347;Ges. Energetica;2023-02-09 11:09;00:24 Min;1.158017;-77.5565178
GUAITARILLA;315156;24174360;Ges. Energetica;2023-02-09 14:14;00:33 Min;1.131318;-77.5123583
GUAITARILLA;571206;24174367;Ges. Energetica;2023-02-09 13:19;00:37 Min;1.1204763;-77.5087835
GUAITARILLA;8561472;24175818;Ges. Energetica;2023-02-18 11:09;01:29 Min;1.1353307;-77.549479
GUAITARILLA;8561474;24175835;Ges. Energetica;2023-02-15 13:41;00:20 Min;1.087884;-77.6184958
GUAITARILLA;8561477;24175856;Ges. Energetica;2023-02-15 09:16;03:57 Min;1.0878673;-77.6184981
GUAITARILLA;8561478;24175869;Ges. Energetica;2023-02-15 13:13;00:28 Min;1.0878659;-77.6184977
GUAITARILLA;8561480;24175875;Ges. Energetica;2023-02-15 14:02;00:22 Min;1.0878779;-77.618498
ILES;8561483;24175905;Ges. Energetica;2023-02-21 12:32;01:35 Min;0.9695351;-77.519306
OSPINA;8561486;24175938;Ges. Energetica;2023-02-17 12:12;01:33 Min;1.0915288;-77.5896077
OSPINA;8561488;24175946;Ges. Energetica;2023-02-17 09:08;01:10 Min;1.084031;-77.5747842
OSPINA;8561489;24175962;Ges. Energetica;2023-02-17 10:52;00:44 Min;1.1055008;-77.5897077
SAPUYES;8561490;24175969;Ges. Energetica;2023-02-18 10:41;01:15 Min;1.0463541;-77.6908349
SAPUYES;8561499;24176533;Ges. Energetica;2023-02-15 12:09;00:47 Min;1.0070556;-77.6445887
IMUES;8561503;24176615;Ges. Energetica;2023-02-20 10:11;01:26 Min;1.0670398;-77.4768192
TUQUERRES;8551193;24177811;Facturacion;2023-02-13 08:44;01:33 Min;1.0878426;-77.6116806
SAPUYES;1006494;24177925;Facturacion;2023-02-10 13:04;01:11 Min;1.0086553;-77.630571
TUQUERRES;301220;24177946;Facturacion;2023-02-13 10:35;00:49 Min;1.0882108;-77.6176053
ILES;1062420;24178001;Facturacion;2023-02-13 13:25;01:06 Min;0.9627065;-77.5094364
ILES;199304;24178004;Facturacion;2023-02-13 11:50;00:15 Min;0.9587721;-77.5076131
ILES;8521486;24178022;Facturacion;2023-02-16 15:53;00:55 Min;0.9758014;-77.4994914
MALLAMA;8561531;24179556;Ges. Energetica;2023-02-13 07:58;02:39 Min;1.1412218;-77.8647969
MALLAMA;8561533;24179564;Ges. Energetica;2023-02-13 11:22;01:02 Min;1.143232;-77.8667187
MALLAMA;8561535;24179573;Ges. Energetica;2023-02-13 10:44;00:32 Min;1.1547638;-77.8739568
ILES;559258;24179580;Facturacion;2023-02-15 15:30;00:53 Min;0.9536782;-77.524674
MALLAMA;8561537;24179867;Ges. Energetica;2023-02-17 14:37;02:13 Min;1.1910002;-77.9329296
MALLAMA;8561538;24188917;Ges. Energetica;2023-02-17 09:21;01:13 Min;1.1209418;-77.8492876
MALLAMA;8561540;24188935;Ges. Energetica;2023-02-13 13:50;02:28 Min;1.1418961;-77.866599
IMUES;1249206;24188942;Facturacion;2023-03-21 10:58;00:59 Min;1.0458446;-77.460004
MALLAMA;8561542;24192689;Ges. Energetica;2023-02-13 12:34;01:15 Min;1.1418952;-77.8666213
MALLAMA;8561545;24204844;Ges. Energetica;2023-02-20 10:22;21:15 Min;1.1329190731048584;-77.78376007080078
TUQUERRES;306108;24206093;Ges. Energetica;2023-02-13 09:08;07:13 Min;1.1434406;-77.636942
GUAITARILLA;1169431;24206096;Ges. Energetica;2023-02-16 07:57;00:31 Min;1.125327;-77.5457013
SAPUYES;307980;24206106;Ges. Energetica;2023-02-15 09:33;01:35 Min;1.0073126;-77.6481713
OSPINA;1194398;24206111;Ges. Energetica;2023-02-17 13:54;02:40 Min;1.0629244;-77.5647893
SAPUYES;400932;24206127;Ges. Energetica;2023-02-15 13:54;00:33 Min;1.0359797;-77.6898722
TUQUERRES;316852;24207509;Facturacion;2023-02-20 11:31;00:20 Min;1.0633943;-77.5857817
OSPINA;8561609;24209451;Ges. Energetica;2023-02-14 10:25;00:47 Min;1.0605129;-77.5666564
OSPINA;8561613;24239254;Ges. Energetica;2023-02-14 11:12;00:30 Min;1.0606877;-77.5668729
OSPINA;8561615;24239280;Ges. Energetica;2023-02-14 11:44;00:40 Min;1.0606222;-77.5667658
OSPINA;8561617;24239297;Ges. Energetica;2023-02-14 15:06;00:22 Min;1.0606232;-77.5666957
TUQUERRES;298774;24239301;Facturacion;2023-02-18 08:59;01:40 Min;1.0849471;-77.6198674
OSPINA;8561620;24239306;Ges. Energetica;2023-02-14 15:29;00:22 Min;1.0605687;-77.5666815
OSPINA;8561622;24239324;Ges. Energetica;2023-02-14 14:03;01:00 Min;1.0605078;-77.5666415
OSPINA;8561624;24239336;Ges. Energetica;2023-02-14 15:53;-09:-45 Min;1.0606262;-77.5669931
OSPINA;8561627;24246826;Ges. Energetica;2023-02-07 09:35;00:19 Min;1.0605668;-77.5670181
TUQUERRES;1024062;24246859;Facturacion;2023-02-17 12:54;00:16 Min;1.1984154;-77.6304148
OSPINA;8561629;24246869;Ges. Energetica;2023-02-07 09:56;00:19 Min;1.0605769;-77.5668393
TUQUERRES;8537123;24246879;Facturacion;2023-02-20 16:30;00:20 Min;1.0863078;-77.6194965
OSPINA;8561630;24246891;Ges. Energetica;2023-02-07 10:17;163:18 Min;1.0605056;-77.5667909
OSPINA;8561633;24246961;Ges. Energetica;2023-02-14 05:36;00:19 Min;1.0605015;-77.566779
OSPINA;8561635;24246984;Ges. Energetica;2023-02-14 10:29;00:44 Min;1.0604927;-77.5666668
OSPINA;8561638;24247005;Ges. Energetica;2023-02-14 11:14;00:32 Min;1.0604726;-77.5666772
TUQUERRES;302588;24260521;Facturacion;2023-02-25 09:00;00:25 Min;1.0875321;-77.6137036
OSPINA;8561643;24260580;Ges. Energetica;2023-02-14 11:48;03:26 Min;1.0605949;-77.5669627
TUQUERRES;1200684;24260595;Facturacion;2023-02-15 16:29;00:18 Min;1.0968639;-77.6316386
TUQUERRES;303128;24260625;Facturacion;2023-02-16 09:09;00:28 Min;1.0912199;-77.6207987
OSPINA;8561645;24260646;Ges. Energetica;2023-02-14 15:15;00:32 Min;1.0603806;-77.566534
OSPINA;8561647;24260666;Ges. Energetica;2023-02-14 15:47;00:23 Min;1.0603519;-77.5664991
OSPINA;8561648;24260684;Ges. Energetica;2023-02-14 16:10;00:32 Min;1.06037;-77.5665558
TUQUERRES;306602;24260688;Facturacion;2023-02-15 08:42;00:54 Min;1.1024354;-77.6440219
OSPINA;8561649;24260698;Ges. Energetica;2023-02-14 16:44;00:25 Min;1.0603196;-77.5664974
OSPINA;8561650;24260707;Ges. Energetica;2023-02-14 17:09;00:24 Min;1.0603991;-77.5664778
OSPINA;8561651;24260717;Ges. Energetica;2023-02-14 17:33;00:21 Min;1.0603726;-77.5664336
OSPINA;8561653;24260738;Ges. Energetica;2023-02-14 17:54;00:19 Min;1.0604499;-77.5666518
OSPINA;8561654;24260750;Ges. Energetica;2023-02-14 18:14;-09:-35 Min;1.0604658;-77.5665333
OSPINA;8561655;24260755;Ges. Energetica;2023-02-14 10:33;01:27 Min;1.0601502;-77.5657355
OSPINA;8561656;24260772;Ges. Energetica;2023-02-14 12:01;00:40 Min;1.0604213;-77.5658317
OSPINA;8561657;24260784;Ges. Energetica;2023-02-14 15:52;00:35 Min;1.0598505;-77.5648607
OSPINA;8561658;24260794;Ges. Energetica;2023-02-14 15:24;00:28 Min;1.0613239;-77.5655652
OSPINA;8561660;24260992;Ges. Energetica;2023-02-14 14:27;00:50 Min;1.0613259;-77.5655582
OSPINA;8561662;24261003;Ges. Energetica;2023-02-14 13:46;00:41 Min;1.061321;-77.5655651
OSPINA;8561663;24261015;Ges. Energetica;2023-02-14 16:28;00:27 Min;1.0598505;-77.5648607
OSPINA;8561665;24261028;Ges. Energetica;2023-02-14 16:56;00:26 Min;1.0598504;-77.5648674
OSPINA;8561666;24261039;Ges. Energetica;2023-02-14 17:23;00:26 Min;1.0598498;-77.5648638
OSPINA;8561667;24261048;Ges. Energetica;2023-02-14 17:50;00:22 Min;1.0598681;-77.564859
TUQUERRES;1175221;24261237;Facturacion;2023-02-15 10:41;00:23 Min;1.1098088;-77.6387573
TUQUERRES;1100363;24261335;Facturacion;2023-02-17 11:29;00:25 Min;1.2426575;-77.6431966
RICAURTE;639551;24261353;Facturacion;2023-03-14 12:49;00:27 Min;1.2173141;-78.002083
GUAITARILLA;315068;24261362;Facturacion;2023-03-01 11:43;00:16 Min;1.1240668;-77.5114061
ILES;407206;24261370;Facturacion;2023-02-15 13:40;01:28 Min;0.9760887;-77.5453024
TUQUERRES;414920;24261379;Facturacion;2023-02-15 09:54;00:40 Min;1.101558;-77.6567361
ILES;1095930;24261720;Facturacion;2023-02-15 10:36;01:46 Min;0.9833639;-77.544636
TUQUERRES;302928;24263516;Facturacion;2023-02-16 08:28;00:20 Min;1.0885344;-77.6151799
TUQUERRES;8561694;24263583;Ges. Energetica;2023-02-15 09:46;01:56 Min;1.0900962;-77.6253519
TUQUERRES;302974;24263585;Facturacion;2023-02-17 16:43;00:20 Min;1.0900193;-77.61541
TUQUERRES;8561696;24263660;Ges. Energetica;2023-02-15 10:31;01:37 Min;1.0901756;-77.6254033
TUQUERRES;8561697;24263711;Ges. Energetica;2023-02-17 17:18;01:57 Min;1.0899337;-77.607763
GUAITARILLA;8561700;24263743;Ges. Energetica;2023-02-15 15:24;03:01 Min;1.0878822;-77.6184935
TUQUERRES;1114912;24263749;Facturacion;2023-02-16 10:40;00:36 Min;1.0975103;-77.6039557
TUQUERRES;8533344;24263905;Facturacion;2023-02-16 11:47;04:01 Min;1.0900331;-77.6076729
IMUES;8561706;24264110;Ges. Energetica;2023-02-20 11:58;00:21 Min;1.0626575;-77.4720434
MALLAMA;8561711;24264324;Ges. Energetica;2023-02-22 09:40;07:26 Min;1.0498527;-77.7990982
TUQUERRES;8561714;24264424;Ges. Energetica;2023-02-15 08:30;00:43 Min;1.0863443;-77.6200997
TUQUERRES;8561715;24264464;Ges. Energetica;2023-02-16 07:26;08:31 Min;1.0896919;-77.6070019
ILES;409254;24281780;Facturacion;2023-02-15 16:48;00:26 Min;0.9613603;-77.5112843
ILES;199454;24281792;Facturacion;2023-02-16 16:59;01:05 Min;0.9724498;-77.5109738
TUQUERRES;1266953;24281854;Facturacion;2023-02-15 15:56;00:16 Min;1.1094286;-77.6393849
RICAURTE;1056324;24281866;Facturacion;2023-02-28 14:36;00:25 Min;1.2113238;-77.9943205
RICAURTE;1141742;24281868;Facturacion;2023-02-21 12:14;00:25 Min;1.211051;-77.9939853
GUAITARILLA;8561774;24301867;Ges. Energetica;2023-02-18 08:52;01:43 Min;1.1302303;-77.5467484
TUQUERRES;8561793;24313992;Ges. Energetica;2023-02-18 08:32;00:58 Min;1.0634764;-77.6686354
TUQUERRES;8561795;24314023;Ges. Energetica;2023-02-21 14:23;01:35 Min;1.0867225;-77.6087836
ILES;8561797;24314061;Ges. Energetica;2023-02-17 12:53;01:05 Min;0.963275;-77.4873222
GUACHUCAL;8541362;24314392;Ges. Energetica;2023-02-20 11:39;00:24 Min;0.9869352;-77.6438197
ILES;8546388;24314461;Ges. Energetica;2023-02-17 10:53;00:38 Min;0.9576847;-77.5099953
GUAITARILLA;1154138;24314469;Ges. Energetica;2023-02-21 10:24;21:07 Min;1.1264785;-77.5510801
ILES;8541369;24314492;Ges. Energetica;2023-02-17 14:44;01:52 Min;0.9807302;-77.5173364
RICAURTE;8540119;24314505;Ges. Energetica;2023-02-17 13:07;00:21 Min;1.2141576;-77.9922433
ILES;8536390;24314516;Ges. Energetica;2023-02-17 11:56;00:45 Min;0.9653094;-77.4800781
ILES;8547507;24314534;Ges. Energetica;2023-02-17 10:06;00:26 Min;0.9497006;-77.5158644
TUQUERRES;8561807;24314582;Ges. Energetica;2023-02-20 15:48;00:25 Min;1.0876024;-77.6215092
TUQUERRES;303230;24339557;Facturacion;2023-02-18 11:36;01:09 Min;1.0913841;-77.6193279
TUQUERRES;8561850;24340425;Ges. Energetica;2023-02-20 12:37;02:56 Min;1.0910305;-77.6266655
TUQUERRES;8561851;24340445;Ges. Energetica;2023-02-20 16:17;-11:-42 Min;1.0912005;-77.6265067
TUQUERRES;1181281;24340472;Facturacion;2023-02-20 13:35;00:17 Min;1.0782903;-77.6174241
MALLAMA;8561852;24340482;Ges. Energetica;2023-02-23 12:58;01:10 Min;1.1891125;-77.9482405
OSPINA;315722;24340655;Facturacion;2023-02-22 12:02;02:02 Min;1.0580995;-77.5656096
TUQUERRES;1229103;24340839;Control Perdidas;2023-02-16 17:30;00:-51 Min;1.0907389;-77.6192478
SAPUYES;430548;24340845;Control Perdidas;2023-02-20 09:35;01:12 Min;1.0371514;-77.709382
TUQUERRES;8561865;24340889;Ges. Energetica;2023-02-18 08:12;04:08 Min;1.1055661;-77.6452371
TUQUERRES;303202;24369857;Facturacion;2023-02-18 07:57;00:22 Min;1.0911952;-77.6203919
TUQUERRES;459376;24370106;Facturacion;2023-02-18 09:57;00:28 Min;1.0915483;-77.6133574
TUQUERRES;1187613;24370329;Facturacion;2023-02-20 14:03;00:18 Min;1.09071;-77.6234932
RICAURTE;1242491;24398695;Facturacion;2023-02-21 10:53;01:01 Min;1.2147441;-77.9987116
TUQUERRES;606058;24399433;Facturacion;2023-02-18 08:32;02:27 Min;1.090279;-77.6257991
TUQUERRES;8561933;24399599;Ges. Energetica;2023-02-18 10:03;02:14 Min;1.0888524;-77.6164577
TUQUERRES;1225316;24400684;Facturacion;2023-02-20 14:33;01:37 Min;1.0887468;-77.6164001
OSPINA;403472;24400692;Facturacion;2023-03-03 10:13;02:08 Min;1.0353787;-77.589949
TUQUERRES;1180662;24400696;Facturacion;2023-02-20 08:38;01:03 Min;1.0783375;-77.6180719
RICAURTE;330326;24433058;Facturacion;2023-02-21 15:15;00:18 Min;1.2066067;-77.9865439
TUQUERRES;306616;24433065;Facturacion;2023-02-23 15:22;00:33 Min;1.0993746;-77.6415058
TUQUERRES;1075767;24433099;Facturacion;2023-02-23 17:13;00:20 Min;1.0831947;-77.6157777
OSPINA;315552;24433118;Facturacion;2023-02-22 15:03;00:29 Min;1.0591871;-77.5644806
GUAITARILLA;329224;24433426;Ges. Energetica;2023-02-21 09:26;00:22 Min;1.0571233034133911;-77.56682586669922
GUAITARILLA;1062091;24433438;Ges. Energetica;2023-02-21 12:54;00:24 Min;1.1299331;-77.5498225
ILES;1267139;24433457;Ges. Energetica;2023-02-21 16:39;15:26 Min;1.0129414;-77.4799592
ILES;179010;24433461;Ges. Energetica;2023-02-21 12:02;00:29 Min;0.9699102;-77.5196417
ILES;615850;24433471;Ges. Energetica;2023-02-21 11:37;00:12 Min;0.968367;-77.5216139
IMUES;567023;24433479;Ges. Energetica;2023-02-22 10:05;00:18 Min;1.0083969;-77.6474329
NN;1236937;24433484;Ges. Energetica;2023-02-22 09:27;00:27 Min;1.0896604;-77.6187716
GUAITARILLA;571216;24433499;Ges. Energetica;2023-02-21 14:05;00:26 Min;1.1263888;-77.5503148
TUQUERRES;302708;24433515;Ges. Energetica;2023-02-21 16:37;00:20 Min;1.0890119;-77.609664
TUQUERRES;325498;24433591;Ges. Energetica;2023-02-22 09:57;00:33 Min;1.0742501;-77.6488195
TUQUERRES;300194;24433597;Ges. Energetica;2023-02-22 11:16;00:23 Min;1.0891282;-77.6177406
TUQUERRES;1220282;24433633;Ges. Energetica;2023-02-21 15:57;00:27 Min;1.057613;-77.5664666
TUQUERRES;1084629;24433650;Ges. Energetica;2023-02-22 11:51;00:28 Min;1.0865205;-77.6186685
TUQUERRES;1000704;24433671;Ges. Energetica;2023-02-22 14:38;00:22 Min;1.0877872;-77.6208938
TUQUERRES;8562096;24453457;Ges. Energetica;2023-02-22 08:34;01:08 Min;1.082861;-77.6514374
SAPUYES;8562097;24453495;Ges. Energetica;2023-02-22 11:26;05:38 Min;1.0378791;-77.6230996
ILES;8562098;24453581;Ges. Energetica;2023-02-21 10:44;00:43 Min;0.9691531;-77.5211352
ILES;8562099;24453604;Ges. Energetica;2023-02-21 14:39;01:13 Min;0.9816698;-77.540957
MALLAMA;8562102;24453786;Ges. Energetica;2023-02-23 10:17;02:04 Min;1.149791;-77.8699025
TUQUERRES;611643;24455933;Facturacion;2023-02-23 14:13;00:57 Min;1.1000634;-77.6385115
MALLAMA;1085571;24455940;Facturacion;2023-03-03 10:36;00:20 Min;1.0986532;-77.7722745
IMUES;328380;24455947;Facturacion;2023-03-21 13:15;00:25 Min;1.0784636;-77.5182978
TUQUERRES;571190;24455951;Facturacion;2023-02-23 08:40;01:44 Min;1.0863219;-77.5924545
TUQUERRES;8535924;24455955;Facturacion;2023-02-23 11:11;00:16 Min;1.0859552;-77.5950349
MALLAMA;611682;24473821;Ges. Energetica;2023-02-22 15:16;41:01 Min;1.1463476419448853;-77.86786651611328
MALLAMA;324798;24473941;Control Perdidas;2023-02-27 14:54;00:12 Min;1.1540553;-77.8740848
IMUES;8562141;24474137;Ges. Energetica;2023-02-23 09:45;05:39 Min;1.0521002;-77.4536808
TUQUERRES;1230793;24474464;Facturacion;2023-02-23 16:45;00:18 Min;1.089241;-77.6226946
TUQUERRES;569343;24474496;Facturacion;2023-02-25 08:45;02:04 Min;1.0652856;-77.6502741
TUQUERRES;303382;24475311;Facturacion;2023-02-23 16:10;00:31 Min;1.0888613;-77.6224054
GUAITARILLA;312862;24475489;Facturacion;2023-03-01 13:52;01:22 Min;1.1282111;-77.5501094
TUQUERRES;1106655;24475843;Facturacion;2023-03-03 15:04;01:06 Min;1.1090986;-77.6567734
RICAURTE;8562179;24477872;Ges. Energetica;2023-02-23 14:55;01:06 Min;1.2133765;-77.9939333
OSPINA;316150;24478041;Control Perdidas;2023-02-23 12:50;00:35 Min;1.0199534;-77.5605979
TUQUERRES;8562181;24478152;Ges. Energetica;2023-02-24 14:45;01:32 Min;1.0905977;-77.6262168
TUQUERRES;8562185;24502212;Ges. Energetica;2023-02-24 14:47;01:27 Min;1.0906219;-77.6260893
GUAITARILLA;579661;24502223;Ges. Energetica;2023-02-28 12:35;01:47 Min;1.1485159;-77.4843043
IMUES;8562187;24502267;Ges. Energetica;2023-03-06 16:47;01:38 Min;1.0655721;-77.4650958
ILES;1109162;24502269;Ges. Energetica;2023-02-24 08:25;-19:-54 Min;0.9693554043769836;-77.521240234375
ILES;179516;24502532;Ges. Energetica;2023-02-23 12:35;23:01 Min;0.9827239513397217;-77.52900695800781
TUQUERRES;1067725;24503866;Ges. Energetica;2023-02-24 16:24;00:17 Min;1.0882057;-77.6172258
TUQUERRES;1079294;24503885;Ges. Energetica;2023-02-24 16:46;15:16 Min;1.0867363;-77.615735
TUQUERRES;1223167;24503927;Ges. Energetica;2023-02-24 16:22;00:22 Min;1.0904532;-77.6251693
MALLAMA;559188;24504282;Ges. Energetica;2023-02-27 11:23;00:15 Min;1.163781;-77.9022666
MALLAMA;1073951;24504322;Ges. Energetica;2023-02-27 09:45;00:38 Min;1.1556717;-77.8755959
MALLAMA;514613;24504345;Ges. Energetica;2023-02-27 08:40;00:25 Min;1.0721843;-77.7755602
MALLAMA;1073960;24504373;Ges. Energetica;2023-02-27 10:31;00:39 Min;1.1583238;-77.8805366
SAPUYES;8524078;24504531;Facturacion;2023-03-02 12:47;00:16 Min;0.9771979;-77.6798999
SAPUYES;1263010;24504536;Facturacion;2023-03-02 13:22;00:13 Min;0.9827396;-77.6736177
GUACHUCAL;438682;24504547;Facturacion;2023-04-21 14:54;01:06 Min;0.9769787;-77.6819537
GUACHUCAL;309130;24504556;Facturacion;2023-04-21 11:30;00:43 Min;0.9822719;-77.6625976
GUACHUCAL;308390;24504570;Facturacion;2023-04-18 14:52;00:31 Min;0.9904333;-77.6564311
