Codigo;Orden;latitud;longitud
1185512;24716117;1.6016157;-77.1297758
353694;24716122;1.6016366;-77.1297656
1200710;24716160;1.5989727;-77.1282466
1107514;24716176;1.4945063;-77.0954788
353284;24716860;1.60386;-77.1318588
1109456;24716915;1.6052434;-77.1299206
1170806;24717059;1.5891196;-77.1836667
359668;24717204;1.595543;-77.1923562
358928;24717438;1.6217037;-77.1015857
354402;24717563;1.5024317;-77.2158342
174268;24717663;1.5721263;-77.2801395
1215827;24719265;1.5987585;-77.1282591
360806;24719561;1.539756;-77.1038152
1268052;24719850;1.6447385;-77.2108606
173654;24748757;1.5698104;-77.2791746
8538565;24749455;1.5940908;-77.1283503
8562743;24749695;1.6058494;-77.1327104
353070;24749720;1.6005186;-77.1317807
561983;24749726;1.6003506;-77.1318724
1160409;24749772;1.6003691;-77.1318108
8562744;24749774;1.6310559;-77.1604148
8562745;24749855;1.5496967;-77.1219072
8562746;24749954;1.5572635;-77.1189144
356478;24750874;1.602075;-77.1668705
1110262;24751142;1.6053627;-77.1300982
1147644;24751301;1.4998932;-77.21738
353678;24752101;1.6031784;-77.1301479
1164167;24752126;1.5525319;-77.1203049
1164170;24752134;1.5524641;-77.1203099
355726;24752143;1.5511637;-77.1192003
355682;24752161;1.5509919;-77.1192735
1034653;24752817;1.518694;-77.0959581
8547899;24752866;1.6145538;-77.1309003
1193211;24752893;1.6122645;-77.133003
8562798;24753164;1.6121287;-77.1102293
8562803;24753241;1.6025487;-77.1308067
8562804;24753282;1.6270743;-77.0989289
8562805;24753499;1.4734767;-77.1122467
1203297;24781357;1.5906405;-77.1349684
1048023;24781359;1.5867413;-77.1336557
357692;24781363;1.6125052;-77.1195404
8544349;24781366;1.6120105;-77.1352161
357188;24781367;1.6257524;-77.1464675
1176628;24781371;1.6295569;-77.1523525
1226615;24781373;1.6334798;-77.1580577
1111361;24781375;1.6010066;-77.1317799
356416;24781376;1.6315708;-77.1566832
465666;24781379;1.6310885;-77.1543711
1234301;24781404;1.5455278;-77.2770064
511122;24781438;1.5673134;-77.2819122
357444;24781504;1.621694;-77.1486717
8562836;24781714;1.5674765;-77.2848431
1263015;24781736;1.6738565;-77.330291
595612;24781764;1.6738817;-77.3308347
171126;24781869;1.6738906;-77.3308281
450140;24781872;1.6243686;-77.174868
1118561;24781876;1.6246161;-77.174697
359026;24781906;1.6049045;-77.1427205
433142;24781909;1.6003298;-77.1479692
352352;24781943;1.5893232;-77.1325982
8562843;24781969;1.6262902;-77.140928
1219831;24782031;1.496176;-77.1667472
8562848;24782063;1.5784358;-77.2437646
8562849;24782105;1.5792383;-77.2437633
1181085;24782988;1.5811535;-77.285161
194312;24807569;1.4558668;-77.108508
1180249;24808190;1.5677759;-77.2780461
1237159;24808373;1.5578269;-77.2978264
1044521;24808426;1.4726712;-77.178578
356728;24808852;1.6227582;-77.1640235
8562294;24809081;1.5693523;-77.2795947
8562883;24809413;1.6084466;-77.083978
8562885;24809498;1.6142945;-77.1321033
1024894;24809544;1.6054894;-77.1277606
1123578;24811263;1.6057087;-77.1300328
1027384;24831741;1.5974439;-77.1375483
8562912;24831950;1.5987891;-77.1284027
8562917;24832362;1.6070747;-77.1321118
8562927;24832862;1.6112795;-77.1285308
358784;24832919;1.6181978;-77.1090004
8562928;24832929;1.6111938;-77.1284503
8562939;24833269;1.6070772;-77.1320546
1195052;24833371;1.537528;-77.3658348
8562957;24833596;1.6350916;-77.1358512
8562959;24833725;1.6265455;-77.1403897
8562962;24833861;1.4766036;-77.1457821
8562963;24833909;1.4667467;-77.12271
1087779;24835526;1.627273;-77.1153129
8562970;24835540;1.57789;-77.242795
8562972;24835606;1.5899376;-77.1276675
8562989;24882499;1.6023944;-77.1308294
8562998;24882991;1.6330335;-77.1304369
1113910;24883203;1.4688793;-77.1043498
8563010;24883372;1.6331783;-77.13741
8563026;24883700;1.6607968;-77.122286
559684;24916560;1.6047002;-77.1325255
1087880;24917457;1.5724362;-77.2467213
535591;24917697;1.6097014;-77.1941708
401922;24917921;1.5052308;-77.1353836
354588;24917929;1.502611;-77.135722
1196707;24917938;1.4987976;-77.138788
8547662;24917952;1.4896265;-77.1467684
8537576;24917970;1.4768604;-77.1233359
1052586;24918014;1.6053923;-77.1317383
8550220;24918031;1.580768;-77.133273
352688;24918040;1.598637;-77.1304234
8558883;24918064;1.599577;-77.131402
1248572;24918075;1.4911599;-77.1597567
1200365;24918082;1.5706876;-77.27918
1176544;24918083;1.4763077;-77.1825183
359232;24918090;1.4756999;-77.1829378
8531667;24918111;1.594077;-77.1306698
470666;24918152;1.61165;-77.1261285
1181551;24918214;1.6043265;-77.1147298
1041610;24921567;1.5700354;-77.2818307
170796;24921682;1.5669756;-77.3057838
197458;24970552;1.5105931;-77.0762858
1226763;24970855;1.5676008;-77.285736
1220966;24971761;1.5701713;-77.2792393
1004160;24971863;1.5990611;-77.189341
8563111;24972226;1.65324;-77.0975167
8555895;24972359;1.568969;-77.2783938
1067392;24999555;1.6025811;-77.1288888
1004446;24999628;1.5400165;-77.2261499
1171717;24999668;1.6254081;-77.146298
1214685;24999777;1.5662607;-77.1695293
8554528;25000191;1.6735375;-77.3311152
1053222;25001076;1.5868677;-77.1309441
1231166;25001414;1.5516354;-77.1189468
358426;25001823;1.5809584;-77.0978766
1137509;25001872;1.6630264;-77.1267178
8563170;25001889;1.60978;-77.132095
1176183;25001955;1.6217084;-77.1542818
8563187;25002365;1.6267491;-77.1080084
8532690;25005160;1.603943;-77.1303507
170980;25018236;1.5574124;-77.2562369
1052586;25018609;1.6054131;-77.1317777
1077350;25018660;1.609879;-77.342232
8563208;25018667;1.6550983;-77.2299733
8563212;25019161;1.5792298;-77.2437895
1004160;25035893;1.599097;-77.1893778
8533258;25036086;1.5491047;-77.1219939
8520871;25036702;1.5933668;-77.1336639
1183522;25036729;1.5963939;-77.1310913
468348;25036731;1.6094665;-77.1324311
358128;25036734;1.5603891;-77.1254624
409524;25036814;1.569336;-77.2089182
1209310;25037695;1.6083669;-77.119578
351590;25037811;1.603279;-77.1324478
1081908;25037864;1.5845962;-77.1862352
8517492;25038020;1.5592623;-77.2173738
8563314;25038724;1.6232133;-77.1750533
8563316;25038924;1.5901358;-77.2036345
8563317;25039019;1.6012627;-77.1325709
8563318;25039086;1.63128;-77.1712383
8563319;25039262;1.6117488;-77.1281487
1071880;25041288;1.6097335;-77.1320085
1111705;25041294;1.6128817;-77.1108865
356028;25041298;1.5911793;-77.180023
1008018;25045553;1.5950691;-77.1324633
1233181;25048592;1.6607472;-77.1218471
615654;25055729;1.6561701;-77.0933736
172258;25067733;1.5618865;-77.3556158
1052579;25067837;1.553784;-77.0636171
1209518;25067877;1.6272934;-77.1428395
170980;25068286;1.5573402;-77.2562906
1223585;25068311;1.5990799;-77.1280612
1105353;25068769;1.5594007;-77.3037767
1106572;25068805;1.6048272;-77.1656446
357608;25068819;1.6229047;-77.1105308
358464;25068824;1.5838877;-77.0945333
600887;25069554;1.5606794;-77.3585095
1129961;25084202;1.4505705;-77.1060133
8563428;25108543;1.6069156;-77.1327672
8563444;25109449;1.5866682;-77.1322564
453172;25110027;1.6553033;-77.0867159
8540624;25110043;1.5727593;-77.2800934
8531400;25110100;1.4901216;-77.1549144
1219593;25110111;1.4756951;-77.1436849
557591;25110114;1.4764151;-77.1446446
360264;25110120;1.4757775;-77.1453196
1177220;25110706;1.4786069;-77.1462186
634711;25111197;1.620685;-77.1432846
8563474;25111534;1.6068852;-77.1319905
8563484;25111746;1.5023464;-77.1335076
520052;25111979;1.5011408;-77.0831892
8563494;25112340;1.6112236;-77.1284882
8563498;25119960;1.6069412;-77.1320094
8563506;25123657;1.4557602;-77.1111989
374740;25123877;1.5377831;-77.0958735
1090923;25124044;1.5911301;-77.1840418
1083052;25124900;1.6163628;-77.1424435
1049774;25125476;1.6085165;-77.1502668
8563544;25125748;1.6451167;-77.2111067
8563547;25125917;1.4791639;-77.2336874
354962;25127189;1.5605138;-77.2173142
1160442;25143617;1.6095898;-77.1328744
621764;25144395;1.6115703;-77.132486
610435;25144422;1.4658347;-77.2056346
1233187;25144441;1.600112;-77.127593
1222990;25144444;1.4858539;-77.2673094
8534307;25144554;1.5172743;-77.2560936
357330;25144569;1.6195126;-77.1498247
357302;25144572;1.6193949;-77.1477069
475984;25144613;1.5680002;-77.3330986
477918;25145042;1.6750495;-77.328719
172622;25145049;1.5775888;-77.3445887
8563604;25145090;1.5683533;-77.2797727
8563605;25145188;1.5692031;-77.2775865
8563606;25145278;1.5722221;-77.2799041
8563607;25145306;1.5711064;-77.2799486
8563608;25145312;1.5711387;-77.2799153
359198;25148949;1.5967785;-77.1420963
1089942;25159530;1.5732504;-77.1988872
1177224;25159604;1.5933697;-77.1625592
1179997;25159780;1.6032248;-77.1325267
1250978;25159869;1.6234648;-77.1737711
353054;25160324;1.5995359;-77.1316404
8563618;25161088;1.4767076;-77.145659
1145289;25161499;1.5867569;-77.1335469
8563637;25162148;1.5999291;-77.1286627
8563638;25162373;1.6030776;-77.1269017
8563639;25162405;1.5867492;-77.1318058
8563651;25164583;1.6134833;-77.1092199
1052586;25164592;1.605389;-77.1316751
173586;25166243;1.5689635;-77.2803141
1028967;25166251;1.5678822;-77.2800984
611547;25166254;1.5684907;-77.279731
1049896;25166259;1.5790807;-77.3479643
8563680;25166456;1.5970609;-77.1475313
8563681;25166725;1.6677465;-77.3427255
8563682;25166858;1.6746916;-77.3329266
1204675;25248333;1.6110749;-77.1324306
357578;25248560;1.6303283;-77.1034157
8563699;25249101;1.4642957;-77.1391905
1172481;25249291;1.613108;-77.1345755
1250102;25249383;1.6023409;-77.1289212
8563723;25250391;1.6751225;-77.3296337
8563724;25250418;1.6750954;-77.3296462
8563729;25250575;1.6786971;-77.3222412
8563731;25250655;1.5699012;-77.2088259
8563732;25250776;1.6723871;-77.3304037
8563742;25270719;1.6318028;-77.1711881
359694;25270773;1.5977362;-77.1906181
359690;25270779;1.5978508;-77.1905044
1001570;25271038;1.4705323;-77.095772
8563780;25272469;1.5846211;-77.131484
8563781;25272529;1.5739367;-77.2397799
1123578;25338515;1.6056826;-77.1301433
172808;25345936;1.5663005;-77.2772582
1234982;25346167;1.6012469;-77.132562
1234982;25346200;1.6012666;-77.1325965
1234983;25346207;1.6012223;-77.1325758
351770;25346332;1.6011998;-77.1326042
1192726;25346357;1.5701623;-77.2806729
8563853;25346797;1.6224544;-77.1158905
8563855;25346869;1.5919422;-77.1905625
8563856;25346979;1.5175187;-77.213689
1042980;25348347;1.5885552;-77.2078158
352338;25348377;1.5896443;-77.1325935
8563865;25357804;1.6092358;-77.1332496
358240;25358534;1.5701297;-77.1259723
354560;25358558;1.5018714;-77.1354816
8563893;25358646;1.6334116;-77.1767631
352526;25371120;1.5846986;-77.1311965
1048072;25371149;1.4629327;-77.0975243
1090712;25371203;1.6118661;-77.1326471
357268;25371412;1.6131438;-77.136099
1020173;25371514;1.6050439;-77.1326248
8563928;25371928;1.5040484;-77.213956
8563943;25372917;1.6320932;-77.1688056
8563953;25373040;1.6504725;-77.1055712
8563958;25373162;1.6139203;-77.1313329
355650;25374800;1.5523914;-77.1188663
1217052;25391723;1.613451;-77.1540199
1075845;25396826;1.6070194;-77.1325799
1109835;25397670;1.6092431;-77.1332411
1080913;25397703;1.5059135;-77.1347133
8563988;25398856;1.6498315;-77.102969
8563993;25398981;1.6131788;-77.1366822
8563998;25399119;1.5238683;-77.08855
8564004;25399291;1.5892785;-77.1325724
170564;25416934;1.5573884;-77.292474
1037853;25456065;1.4687835;-77.1165645
8562294;25456281;1.5693036;-77.2795126
1189356;25469881;1.5035676;-77.2153372
1180249;25470017;1.5676924;-77.2779511
1031033;25470023;1.5703229;-77.2812488
173914;25470037;1.5703006;-77.2837037
174394;25470225;1.5702584;-77.279135
1127574;25470456;1.6028458;-77.1289104
8564067;25470695;1.6091415;-77.1331687
8527513;25470869;1.6309725;-77.1557491
355042;25470893;1.5574859;-77.2145511
360876;25470900;1.540167;-77.1058866
8564072;25470927;1.6331239;-77.1373663
418672;25470928;1.5821252;-77.1327608
8564074;25471009;1.6072003;-77.1313112
8564079;25471094;1.6424796;-77.1046666
352060;25502843;1.5957322;-77.1325327
1052452;25503633;1.6115228;-77.1322379
1246441;25503655;1.5894518;-77.1330768
1048844;25503672;1.5894375;-77.1331361
1050542;25503909;1.5220696;-77.1579926
8564129;25506598;1.5303216;-77.0815302
8564148;25507232;1.5893272;-77.1325674
1100331;25545884;1.5696844;-77.28362
353694;25547674;1.6016499;-77.1298069
374800;25548164;1.5094033;-77.2481176
8564222;25555764;1.4834984;-77.2622618
8564228;25585728;1.5989212;-77.1283521
351032;25585949;1.6110131;-77.1323016
8564232;25586120;1.6577445;-77.0876925
1225015;25586169;1.6122731;-77.1317373
1048844;25586383;1.5894239;-77.1331335
367390;25586431;1.5173485;-77.2592248
1060051;25586952;1.583621;-77.1314601
8557409;25587172;1.596942;-77.1288905
8564248;25587197;1.5974499;-77.1362264
196356;25587611;1.4691257;-77.1232451
8564256;25587675;1.5988236;-77.1283091
8564259;25587804;1.5690704;-77.2087826
8564264;25600388;1.6049151;-77.1301604
1073016;25600883;1.6297781;-77.1480694
8564269;25601093;1.6028232;-77.1289045
8564272;25601257;1.6028301;-77.1289193
8536184;25601832;1.6053445;-77.1281331
351904;25601887;1.598932;-77.1325688
8564277;25601925;1.6028114;-77.128914
1081037;25602635;1.6087042;-77.1319618
1206985;25602648;1.6070735;-77.1327745
353694;25603036;1.6016126;-77.1298018
1172923;25605041;1.6023364;-77.1304576
580778;25605056;1.6048449;-77.1317949
1001573;25605242;1.6031789;-77.1290936
1208418;25605271;1.601917;-77.1292601
531361;25637991;1.5988702;-77.1283242
1049289;25638109;1.5988783;-77.1283117
1229979;25638129;1.5937631;-77.1307883
407408;25638179;1.6257915;-77.1077962
452468;25638190;1.6330762;-77.1732896
356974;25638198;1.6369617;-77.1707341
357134;25638211;1.6331702;-77.1654711
1250442;25638221;1.5850641;-77.1274889
1178847;25638277;1.5012479;-77.0816329
1024270;25638294;1.5070277;-77.0800229
374934;25638307;1.5109155;-77.1001036
1034651;25638319;1.5174026;-77.0930824
626289;25639061;1.6116981;-77.1264054
8564385;25639307;1.5175334;-77.213672
8564390;25639464;1.5618706;-77.2156589
8564395;25639583;1.6071254;-77.132067
1057087;25639705;1.6030368;-77.1291373
403126;25650334;1.5890042;-77.1360093
197476;25651553;1.5064695;-77.079642
353886;25661354;1.5992042;-77.1272095
1235959;25661405;1.6101804;-77.132397
1228542;25662237;1.5617615;-77.3437514
8548509;25662311;1.561794;-77.3440056
1193714;25691243;1.5257047;-77.0898301
1042827;25691333;1.660106;-77.1211234
361072;25691353;1.6602051;-77.121208
1236932;25691850;1.5452111;-77.1125524
454148;25692480;1.6674032;-77.0789344
1032957;25692540;1.6136913;-77.2711786
1075469;25692612;1.606897;-77.1308109
1126124;25692655;1.606754;-77.1306985
1059256;25692884;1.5845918;-77.1321034
454150;25692898;1.6674369;-77.0784432
1147356;25692902;1.5839366;-77.131831
573404;25694097;1.6230263;-77.1321168
8533199;25694260;1.5823637;-77.1311353
1212031;25694699;1.6303541;-77.130263
1213993;25694802;1.5873451;-77.1328932
8561457;25694888;1.6120626;-77.131515
357488;25694899;1.6044102;-77.1209923
401832;25699581;1.5801418;-77.1958269
401838;25700361;1.5792387;-77.195046
401834;25700385;1.5793693;-77.1949407
1095916;25700519;1.5987428;-77.1301847
1179974;25700726;1.593295;-77.1624301
597836;25702399;1.5953927;-77.1667432
358582;25702436;1.5942937;-77.1653383
367894;25702580;1.5987912;-77.1282611
8564623;25718752;1.6016117;-77.1325793
358566;25742954;1.5948958;-77.161392
8560560;25743899;1.5958391;-77.1269065
1199568;25744242;1.5846858;-77.3562976
351904;25744271;1.5989102;-77.1325672
8564651;25744473;1.6051561;-77.1280784
353092;25744947;1.6005675;-77.1319226
1097478;25744986;1.4808574;-77.0921418
358634;25745123;1.5946343;-77.1616643
358528;25745129;1.5925695;-77.1568455
1094203;25745140;1.59311;-77.1492367
1027386;25745162;1.594387;-77.1260503
8521549;25745171;1.5856707;-77.1274321
356904;25745191;1.5821651;-77.1260201
1008675;25745206;1.5819649;-77.1257117
470644;25745222;1.5812832;-77.1251585
356836;25745242;1.5808647;-77.1229647
356916;25745254;1.5851701;-77.1215908
8564659;25745383;1.6053142;-77.1307182
8564672;25745861;1.6112361;-77.1675839
