Municipio;Contrato;Codigo;Orden;U. Genera;Generacion;Ejecucion;Duracion Odt;Acciones;latitud;longitud
CORDOBA;PRI 232.2023;8554867;24142285;Facturacion;2023-02-07 00:00;2023-02-08 09:15;01:08 Min;REVISION;0.8483616;-77.5104679
CORDOBA;PRI 232.2023;268464;24142297;Facturacion;2023-02-07 00:00;2023-02-08 13:10;01:40 Min;REVISION;0.8517534;-77.5403113
IMUES;PRI 232.2023;8561359;24142315;Ges. Energetica;2023-02-07 00:00;2023-02-15 15:24;01:24 Min;REVISION;1.0239038;-77.4801741
CUMBAL;PRI 232.2023;1085269;24142316;Facturacion;2023-02-07 00:00;2023-04-04 07:53;245:59 Min;REVISION;0.8914627;-77.8275864
IPIALES;PRI 232.2023;259284;24142320;Facturacion;2023-02-07 00:00;2023-02-17 15:57;00:17 Min;REVISION;0.6670987;-77.5573114
CUMBAL;PRI 232.2023;606126;24142323;Facturacion;2023-02-07 00:00;2023-04-14 14:04;00:33 Min;REVISION;0.8892231;-77.8289008
CUMBAL;PRI 232.2023;584782;24142329;Facturacion;2023-02-07 00:00;2023-04-14 12:23;00:48 Min;REVISION;0.8969443;-77.8353277
CUMBAL;PRI 232.2023;535763;24142333;Facturacion;2023-02-07 00:00;2023-04-04 14:08;00:27 Min;REVISION;0.921768;-77.8432193
CUMBAL;PRI 232.2023;535737;24142340;Facturacion;2023-02-07 00:00;2023-05-02 13:42;00:35 Min;REVISION;0.9226403;-77.8466396
CUMBAL;PRI 232.2023;262876;24142343;Facturacion;2023-02-07 00:00;2023-04-12 16:16;01:00 Min;REVISION;0.9201691;-77.8046207
CUMBAL;PRI 232.2023;610500;24142345;Facturacion;2023-02-07 00:00;2023-04-14 17:27;00:42 Min;REVISION;0.9162585;-77.8149598
IPIALES;PRI 232.2023;568584;24142370;Facturacion;2023-02-07 00:00;2023-02-17 13:46;00:31 Min;REVISION;0.6945742;-77.547744
ILES;PRI 232.2023;8561363;24142401;Ges. Energetica;2023-02-07 00:00;2023-02-17 13:19;00:28 Min;REVISION;1.0226425;-77.4762825
IPIALES;PRI 232.2023;8537820;24142447;Facturacion;2023-02-07 00:00;2023-03-13 14:01;00:57 Min;REVISION;0.6688239;-77.5253488
IPIALES;PRI 232.2023;440814;24142454;Facturacion;2023-02-07 00:00;2023-02-14 14:05;01:11 Min;REVISION;0.8240545;-77.6607898
IPIALES;PRI 232.2023;250856;24142460;Facturacion;2023-02-07 00:00;2023-03-01 15:40;01:03 Min;REVISION;0.8256884;-77.6426718
IPIALES;PRI 232.2023;8561365;24142485;Ges. Energetica;2023-02-07 00:00;2023-02-14 16:50;00:25 Min;REVISION;0.8243765;-77.6486807
CUMBAL;PRI 232.2023;565689;24142495;Facturacion;2023-02-07 00:00;2023-04-04 15:48;01:15 Min;REVISION;0.9324719;-77.8409582
CUMBAL;PRI 232.2023;1182627;24142506;Facturacion;2023-02-07 00:00;2023-02-16 10:29;01:12 Min;REVISION;0.9232399;-77.781709
CUMBAL;PRI 232.2023;398524;24142509;Facturacion;2023-02-07 00:00;2023-04-13 11:25;00:15 Min;REVISION;0.9348401;-77.7849216
CUMBAL;PRI 232.2023;261524;24142514;Facturacion;2023-02-07 00:00;2023-02-16 12:51;01:16 Min;REVISION;0.9247948;-77.8023686
CUMBAL;PRI 232.2023;284614;24142518;Facturacion;2023-02-07 00:00;2023-02-16 09:48;00:32 Min;REVISION;0.9199483;-77.7823614
CUMBAL;PRI 232.2023;261946;24142520;Facturacion;2023-02-07 00:00;2023-02-15 12:35;00:54 Min;REVISION;0.9209517;-77.7912271
CUMBAL;PRI 232.2023;1093101;24142531;Facturacion;2023-02-07 00:00;2023-03-28 16:36;00:29 Min;REVISION;0.9076794;-77.7949271
CUMBAL;PRI 232.2023;593004;24142536;Facturacion;2023-02-07 00:00;2023-03-28 15:05;01:24 Min;REVISION;0.9077082;-77.7904284
CUMBAL;PRI 232.2023;260980;24142540;Facturacion;2023-02-07 00:00;2023-02-15 11:06;00:43 Min;REVISION;0.906413;-77.7924034
CUMBAL;PRI 232.2023;260104;24142551;Facturacion;2023-02-07 00:00;2023-03-28 17:09;00:28 Min;REVISION;0.9089764;-77.7937758
CUMBAL;PRI 232.2023;259822;24142555;Facturacion;2023-02-07 00:00;2023-03-28 16:07;00:22 Min;REVISION;0.9076279;-77.7887212
CUMBAL;PRI 232.2023;1183888;24142557;Facturacion;2023-02-07 00:00;2023-04-04 16:06;00:18 Min;REVISION;0.9117201;-77.7926208
CUMBAL;PRI 232.2023;513787;24142562;Facturacion;2023-02-07 00:00;2023-04-14 09:06;00:27 Min;REVISION;0.8697254;-77.7776038
IPIALES;PRI 232.2023;8561368;24142600;Ges. Energetica;2023-02-07 00:00;2023-02-08 12:06;01:04 Min;REVISION;0.8323759;-77.6568911
CUMBAL;PRI 232.2023;259674;24142621;Facturacion;2023-02-07 00:00;2023-03-10 13:21;00:28 Min;REVISION;0.909116;-77.7910072
IPIALES;PRI 232.2023;8561372;24142624;Ges. Energetica;2023-02-07 00:00;2023-02-09 15:51;00:42 Min;REVISION;0.8253843;-77.6219646
CUMBAL;PRI 232.2023;1110540;24142645;Facturacion;2023-02-07 00:00;2023-03-28 14:14;00:43 Min;REVISION;0.9091828;-77.7911459
CUMBAL;PRI 232.2023;587413;24142658;Facturacion;2023-02-07 00:00;2023-03-22 13:43;00:44 Min;REVISION;0.9096162;-77.7919637
CUMBAL;PRI 232.2023;510930;24142662;Facturacion;2023-02-07 00:00;2023-03-28 15:27;00:19 Min;REVISION;0.908771;-77.7893726
CUMBAL;PRI 232.2023;260158;24142729;Facturacion;2023-02-07 00:00;2023-03-28 11:43;00:42 Min;REVISION;0.9089374;-77.792923
IPIALES;PRI 232.2023;8561379;24142733;Ges. Energetica;2023-02-07 00:00;2023-02-14 15:30;00:28 Min;REVISION;0.8270271;-77.6410902
CUMBAL;PRI 232.2023;260108;24142734;Facturacion;2023-02-07 00:00;2023-03-28 09:47;00:28 Min;REVISION;0.9107964;-77.7936351
CUMBAL;PRI 232.2023;8555540;24142744;Facturacion;2023-02-07 00:00;2023-03-16 16:16;00:21 Min;REVISION;0.8875653;-77.8512194
CUMBAL;PRI 232.2023;8546126;24142754;Facturacion;2023-02-07 00:00;2023-03-16 13:57;00:44 Min;REVISION;0.894706;-77.8130396
CUMBAL;PRI 232.2023;1001422;24142757;Facturacion;2023-02-07 00:00;2023-04-14 15:02;01:41 Min;REVISION;0.8950118;-77.7941623
IPIALES;PRI 232.2023;8561381;24142759;Ges. Energetica;2023-02-07 00:00;2023-02-08 15:25;01:43 Min;REVISION;0.8195865;-77.6137353
CUMBAL;PRI 232.2023;8551369;24142791;Facturacion;2023-02-07 00:00;2023-05-03 11:04;00:32 Min;REVISION;0.9121599;-77.831332
CUMBAL;PRI 232.2023;263034;24142792;Facturacion;2023-02-07 00:00;2023-05-03 13:41;01:05 Min;REVISION;0.9146952;-77.8131022
CUMBAL;PRI 232.2023;261144;24142797;Facturacion;2023-02-07 00:00;2023-05-04 14:34;00:54 Min;REVISION;0.934605;-77.7957095
CUMBAL;PRI 232.2023;1099133;24142798;Facturacion;2023-02-07 00:00;2023-04-12 11:05;00:25 Min;REVISION;0.9137922;-77.790062
CUMBAL;PRI 232.2023;1051837;24142799;Facturacion;2023-02-07 00:00;2023-05-04 15:43;00:24 Min;REVISION;0.9270536;-77.7939009
CUMBAL;PRI 232.2023;261956;24142803;Facturacion;2023-02-07 00:00;2023-05-04 16:19;00:58 Min;REVISION;0.9226947;-77.7894438
CUMBAL;PRI 232.2023;1082792;24142813;Facturacion;2023-02-07 00:00;2023-05-04 10:23;00:25 Min;REVISION;0.9189717;-77.7916721
CUMBAL;PRI 232.2023;261940;24142822;Facturacion;2023-02-07 00:00;2023-05-04 10:54;00:33 Min;REVISION;0.9204738;-77.7913125
IPIALES;PRI 232.2023;8561383;24142835;Ges. Energetica;2023-02-07 00:00;2023-02-14 16:18;00:29 Min;REVISION;0.8182576;-77.6545343
IPIALES;PRI 232.2023;8561387;24142918;Ges. Energetica;2023-02-07 00:00;2023-02-08 16:27;00:51 Min;REVISION;0.8240026;-77.6633057
PASTO;PRI 232.2023;1121661;24156562;Facturacion;2023-02-08 00:00;2023-03-02 16:40;01:50 Min;REVISION;0.8203141;-77.627758
IPIALES;PRI 232.2023;440768;24156565;Facturacion;2023-02-08 00:00;2023-02-20 17:42;00:36 Min;REVISION;0.8282445;-77.658504
IPIALES;PRI 232.2023;255658;24156567;Facturacion;2023-02-08 00:00;2023-03-21 09:10;02:13 Min;REVISION;0.8291509;-77.6169325
IPIALES;PRI 232.2023;1086723;24156570;Facturacion;2023-02-08 00:00;2023-02-22 09:41;01:10 Min;REVISION;0.840013;-77.6790105
IPIALES;PRI 232.2023;244678;24156575;Facturacion;2023-02-08 00:00;2023-02-21 16:06;01:15 Min;REVISION;0.8299071;-77.638061
IPIALES;PRI 232.2023;8561407;24172824;Ges. Energetica;2023-02-08 00:00;2023-02-15 11:19;00:57 Min;REVISION;0.830774;-77.6376526
IPIALES;PRI 232.2023;1024639;24172938;Facturacion;2023-02-08 00:00;2023-02-22 15:15;01:05 Min;REVISION;0.8199561;-77.6354489
IPIALES;PRI 232.2023;1181253;24172982;Facturacion;2023-02-08 00:00;2023-02-22 14:28;00:39 Min;REVISION;0.8193322;-77.6368023
IPIALES;PRI 232.2023;446490;24172994;Facturacion;2023-02-08 00:00;2023-02-20 18:00;00:46 Min;REVISION;0.8347399;-77.6348491
IPIALES;PRI 232.2023;8561414;24173001;Ges. Energetica;2023-02-08 00:00;2023-02-13 16:20;00:53 Min;REVISION;0.8371322;-77.6486113
IPIALES;PRI 232.2023;256798;24173004;Facturacion;2023-02-08 00:00;2023-02-11 12:28;00:20 Min;REVISION;0.831309;-77.6501023
IPIALES;PRI 232.2023;1056280;24173013;Facturacion;2023-02-08 00:00;2023-02-21 16:18;00:43 Min;REVISION;0.8223054;-77.6262603
IPIALES;PRI 232.2023;575271;24173025;Facturacion;2023-02-08 00:00;2023-02-21 14:43;00:36 Min;REVISION;0.8281332;-77.6561526
IPIALES;PRI 232.2023;642967;24173036;Facturacion;2023-02-08 00:00;2023-02-11 11:08;00:22 Min;REVISION;0.833494;-77.6380222
IPIALES;PRI 232.2023;247188;24173048;At. Cliente;2023-02-08 00:00;2023-02-16 16:21;00:24 Min;REVISION;0.8250273;-77.6331622
IPIALES;PRI 232.2023;8561421;24173075;Ges. Energetica;2023-02-08 00:00;2023-02-15 12:32;00:45 Min;REVISION;0.8367971;-77.6047364
IPIALES;PRI 232.2023;572800;24173079;Facturacion;2023-02-08 00:00;2023-02-22 16:47;01:32 Min;INSTALACION;0.8253114;-77.6510227
IPIALES;PRI 232.2023;408818;24173086;Facturacion;2023-02-08 00:00;2023-02-23 09:51;02:12 Min;REVISION;0.8351634;-77.6581339
IPIALES;PRI 232.2023;546416;24173104;Facturacion;2023-02-08 00:00;2023-02-24 12:51;00:28 Min;REVISION;0.7392601;-77.6657635
IPIALES;PRI 232.2023;8561425;24173169;Ges. Energetica;2023-02-08 00:00;2023-02-13 14:27;00:41 Min;REVISION;0.8287102;-77.6280254
CUMBAL;PRI 232.2023;1206387;24173185;Facturacion;2023-02-08 00:00;2023-05-09 17:13;00:56 Min;REVISION;0.8879075;-77.7979264
IPIALES;PRI 232.2023;1250069;24173193;Facturacion;2023-02-08 00:00;2023-02-18 10:32;00:19 Min;REVISION;0.8256829;-77.6535286
IPIALES;PRI 232.2023;406642;24173201;Facturacion;2023-02-08 00:00;2023-02-20 15:51;01:45 Min;REVISION;0.8511499;-77.6196754
IPIALES;PRI 232.2023;1067159;24173213;Facturacion;2023-02-08 00:00;2023-02-22 12:07;00:37 Min;REVISION;0.8234541;-77.6500227
IPIALES;PRI 232.2023;1243997;24173224;Facturacion;2023-02-08 00:00;2023-02-17 17:35;00:21 Min;REVISION;0.835251;-77.6418876
IPIALES;PRI 232.2023;539778;24173232;Facturacion;2023-02-08 00:00;2023-02-24 14:35;00:39 Min;REVISION;0.7947236;-77.6734923
IPIALES;PRI 232.2023;245068;24173243;Facturacion;2023-02-08 00:00;2023-02-17 16:59;00:20 Min;REVISION;0.8302549;-77.6331943
IPIALES;PRI 232.2023;8561427;24173246;Ges. Energetica;2023-02-08 00:00;2023-02-13 15:13;00:29 Min;REVISION;0.8287404;-77.6280275
IPIALES;PRI 232.2023;8561430;24173304;Ges. Energetica;2023-02-08 00:00;2023-02-09 12:13;01:11 Min;REVISION;0.8307843;-77.648231
CORDOBA;PRI 232.2023;1176114;24173311;Facturacion;2023-02-08 00:00;2023-02-17 14:50;01:27 Min;REVISION;0.8636038;-77.5317373
IPIALES;PRI 232.2023;258862;24173321;Facturacion;2023-02-08 00:00;2023-02-25 09:00;01:39 Min;REVISION;0.8104469;-77.6059156
IPIALES;PRI 232.2023;8561431;24173349;Ges. Energetica;2023-02-08 00:00;2023-02-11 11:11;00:31 Min;REVISION;0.8342722;-77.6346094
POTOSI;PRI 232.2023;8561432;24173354;Ges. Energetica;2023-02-08 00:00;2023-02-14 14:17;00:34 Min;REVISION;0.806161;-77.5745545
CONTADERO;PRI 232.2023;1263810;24173401;Facturacion;2023-02-08 00:00;2023-02-13 11:48;00:39 Min;REVISION;0.9296422;-77.5229384
IPIALES;PRI 232.2023;8561436;24173430;Ges. Energetica;2023-02-08 00:00;2023-02-11 11:44;00:27 Min;REVISION;0.83452;-77.6345372
IPIALES;PRI 232.2023;8561437;24173484;Ges. Energetica;2023-02-08 00:00;2023-02-14 13:03;01:31 Min;REVISION;0.837438;-77.5720894
IPIALES;PRI 232.2023;8561439;24173570;Ges. Energetica;2023-02-08 00:00;2023-02-15 14:23;00:33 Min;REVISION;0.8305098;-77.615205
IPIALES;PRI 232.2023;8561440;24173958;Ges. Energetica;2023-02-08 00:00;2023-02-16 15:08;00:38 Min;REVISION;0.8262039;-77.6038572
IPIALES;PRI 232.2023;903088;24173983;Facturacion;2023-02-08 00:00;2023-02-21 11:33;01:33 Min;REVISION;0.8310097;-77.654212
IPIALES;PRI 232.2023;8561441;24174009;Ges. Energetica;2023-02-08 00:00;2023-02-09 11:19;00:41 Min;REVISION;0.8259666;-77.6665651
CUMBAL;PRI 232.2023;259694;24174015;Facturacion;2023-02-08 00:00;2023-02-16 15:20;00:22 Min;REVISION;0.9092221;-77.7922205
FUNES;PRI 232.2023;8561442;24174091;Ges. Energetica;2023-02-08 00:00;2023-02-15 11:37;01:18 Min;REVISION;0.9978432;-77.4485616
FUNES;PRI 232.2023;8561443;24174116;Ges. Energetica;2023-02-08 00:00;2023-02-15 13:23;00:27 Min;REVISION;0.9677208;-77.4409614
IPIALES;PRI 232.2023;8561445;24174133;Ges. Energetica;2023-02-08 00:00;2023-02-09 10:51;00:10 Min;REVISION;0.8256332;-77.6639624
IPIALES;PRI 232.2023;8561446;24174148;Ges. Energetica;2023-02-08 00:00;2023-02-09 11:03;00:03 Min;REVISION;0.8255961;-77.6638922
CORDOBA;PRI 232.2023;8561449;24174192;Ges. Energetica;2023-02-08 00:00;2023-02-15 16:22;01:45 Min;REVISION;0.8269204;-77.4908568
POTOSI;PRI 232.2023;8561451;24174325;Ges. Energetica;2023-02-08 00:00;2023-02-14 14:51;00:21 Min;REVISION;0.8061669;-77.5746278
CUMBAL;PRI 232.2023;8561453;24174329;Ges. Energetica;2023-02-08 00:00;2023-02-09 14:34;00:33 Min;REVISION;0.9040983;-77.7928811
PUPIALES;PRI 232.2023;8561456;24174371;Ges. Energetica;2023-02-08 00:00;2023-02-13 15:34;00:33 Min;REVISION;0.9075311;-77.6296071
CUMBAL;PRI 232.2023;8561459;24174386;Ges. Energetica;2023-02-08 00:00;2023-02-09 11:40;00:38 Min;REVISION;0.9224322;-77.7994013
CONTADERO;PRI 232.2023;8561461;24174409;Ges. Energetica;2023-02-08 00:00;2023-02-11 10:30;00:37 Min;REVISION;0.9129723;-77.5505034
CONTADERO;PRI 232.2023;8561466;24174459;Ges. Energetica;2023-02-08 00:00;2023-02-11 09:18;00:51 Min;REVISION;0.9482704;-77.4815384
PUPIALES;PRI 232.2023;8561468;24174478;Ges. Energetica;2023-02-08 00:00;2023-02-13 17:35;00:24 Min;REVISION;0.8688282;-77.6400977
PUPIALES;PRI 232.2023;8561469;24174489;Ges. Energetica;2023-02-08 00:00;2023-02-13 16:37;00:53 Min;REVISION;0.8733684;-77.642183
POTOSI;PRI 232.2023;438420;24175658;Ges. Energetica;2023-02-09 00:00;2023-02-14 15:38;-11:-14 Min;REVISION;0.8036747;-77.5747785
IPIALES;PRI 232.2023;259178;24175666;Ges. Energetica;2023-02-09 00:00;2023-03-10 11:34;00:22 Min;REVISION;0.6767473;-77.5705768
POTOSI;PRI 232.2023;477588;24175853;Ges. Energetica;2023-02-09 00:00;2023-02-15 12:31;01:10 Min;REVISION;0.8191419;-77.5157395
IPIALES;PRI 232.2023;587377;24175874;Facturacion;2023-02-09 00:00;2023-02-17 12:21;00:27 Min;REVISION;0.709471;-77.5072455
IPIALES;PRI 232.2023;253838;24176009;Ges. Energetica;2023-02-09 00:00;2023-02-09 09:47;00:34 Min;REVISION;0.8354645;-77.6574853
IPIALES;PRI 232.2023;259334;24176016;Ges. Energetica;2023-02-09 00:00;2023-02-22 15:23;00:31 Min;REVISION;0.6643983;-77.5516311
IPIALES;PRI 232.2023;1152678;24176024;Ges. Energetica;2023-02-09 00:00;2023-03-02 16:41;00:26 Min;INSTALACION;0.656009;-77.5431589
CORDOBA;PRI 232.2023;590414;24176028;Ges. Energetica;2023-02-09 00:00;2023-02-15 09:58;01:47 Min;INSTALACION;0.842498;-77.5424431
IPIALES;PRI 232.2023;410668;24176031;Ges. Energetica;2023-02-09 00:00;2023-02-22 13:30;00:20 Min;REVISION;0.6824011;-77.5300822
IPIALES;PRI 232.2023;409026;24176269;Ges. Energetica;2023-02-09 00:00;2023-02-22 11:04;00:47 Min;REVISION;0.6890767;-77.5221058
CORDOBA;PRI 232.2023;268380;24176332;Facturacion;2023-02-09 00:00;2023-02-17 10:24;00:32 Min;REVISION;0.8441417;-77.5457613
IPIALES;PRI 232.2023;250782;24176352;Facturacion;2023-02-09 00:00;2023-02-09 11:24;00:42 Min;REVISION;0.8233555;-77.6399113
CUMBAL;PRI 232.2023;8561492;24176368;Ges. Energetica;2023-02-09 00:00;2023-02-27 10:52;00:36 Min;REVISION;0.9062523;-77.7884195
IPIALES;PRI 232.2023;250784;24176393;Facturacion;2023-02-09 00:00;2023-02-09 10:36;01:20 Min;REVISION;0.8233599;-77.63984
IPIALES;PRI 232.2023;584936;24176396;Facturacion;2023-02-09 00:00;2023-02-21 09:03;01:42 Min;REVISION;0.8311079;-77.5782878
IPIALES;PRI 232.2023;250970;24176401;Facturacion;2023-02-09 00:00;2023-02-09 12:07;00:30 Min;REVISION;0.8233575;-77.6398391
IPIALES;PRI 232.2023;1102179;24176407;Facturacion;2023-02-09 00:00;2023-02-09 10:24;02:21 Min;REVISION;0.823328;-77.639827
IPIALES;PRI 232.2023;8561493;24176429;Ges. Energetica;2023-02-09 00:00;2023-02-17 16:00;00:35 Min;REVISION;0.8272998;-77.6507166
IPIALES;PRI 232.2023;568512;24176435;Facturacion;2023-02-09 00:00;2023-02-17 15:24;00:15 Min;REVISION;0.6833161;-77.5395282
GUACHUCAL;PRI 232.2023;606158;24176442;Facturacion;2023-02-09 00:00;2023-03-03 15:14;01:19 Min;REVISION;0.9605114;-77.76408
IPIALES;PRI 232.2023;8561494;24176465;Ges. Energetica;2023-02-09 00:00;2023-02-13 10:38;00:21 Min;REVISION;0.8227588;-77.6542356
CORDOBA;PRI 232.2023;8561495;24176488;Ges. Energetica;2023-02-09 00:00;2023-02-16 14:58;01:03 Min;REVISION;0.849907;-77.5160047
POTOSI;PRI 232.2023;8561497;24176507;Ges. Energetica;2023-02-09 00:00;2023-02-21 11:26;00:55 Min;REVISION;0.7532169;-77.6148623
CUMBAL;PRI 232.2023;260150;24176516;Facturacion;2023-02-09 00:00;2023-02-16 16:16;00:26 Min;REVISION;0.9103505;-77.7947163
CUMBAL;PRI 232.2023;8560674;24176529;Facturacion;2023-02-09 00:00;2023-02-16 14:38;00:34 Min;REVISION;0.9116254;-77.7943482
GUALMATAN;PRI 232.2023;1238207;24176553;Facturacion;2023-02-09 00:00;2023-02-22 10:46;00:43 Min;REVISION;0.9201979;-77.5659216
CUMBAL;PRI 232.2023;276952;24176583;Facturacion;2023-02-09 00:00;2023-03-03 15:48;00:51 Min;REVISION;0.8136358;-77.8490693
POTOSI;PRI 232.2023;8561500;24176591;Ges. Energetica;2023-02-09 00:00;2023-02-21 12:22;00:58 Min;REVISION;0.7529633;-77.6152082
CUASPUD;PRI 232.2023;8561501;24176609;Ges. Energetica;2023-02-09 00:00;2023-02-22 14:50;00:43 Min;REVISION;0.84773;-77.7013728
CUASPUD;PRI 232.2023;8561505;24176848;Ges. Energetica;2023-02-09 00:00;2023-02-22 14:00;00:30 Min;REVISION;0.8639066;-77.7358825
IPIALES;PRI 232.2023;236640;24177112;Facturacion;2023-02-09 00:00;2023-02-14 15:18;00:35 Min;REVISION;0.8234982;-77.6321319
CUMBAL;PRI 232.2023;8561507;24177128;Ges. Energetica;2023-02-09 00:00;2023-03-01 15:16;00:39 Min;REVISION;0.874424;-77.7734278
CUMBAL;PRI 232.2023;8561508;24177157;Ges. Energetica;2023-02-09 00:00;2023-02-27 11:51;00:46 Min;REVISION;0.9038624;-77.7930914
PUERRES;PRI 232.2023;8561509;24177197;Ges. Energetica;2023-02-09 00:00;2023-02-16 09:50;01:34 Min;REVISION;0.8825187;-77.503873
IPIALES;PRI 232.2023;8561510;24177265;Ges. Energetica;2023-02-09 00:00;2023-02-15 15:32;00:10 Min;REVISION;0.8242965;-77.6285086
IPIALES;PRI 232.2023;8561513;24177302;Ges. Energetica;2023-02-09 00:00;2023-02-22 16:25;01:26 Min;REVISION;0.8276832;-77.5957128
CUMBAL;PRI 232.2023;8561514;24177317;Ges. Energetica;2023-02-09 00:00;2023-02-27 16:26;01:05 Min;REVISION;0.8335597;-77.831673
CUMBAL;PRI 232.2023;505856;24177415;Facturacion;2023-02-09 00:00;2023-03-07 17:28;00:39 Min;REVISION;0.91018;-77.79557
PUPIALES;PRI 232.2023;8561517;24177762;Ges. Energetica;2023-02-09 00:00;2023-02-13 16:30;00:23 Min;REVISION;0.8741909;-77.6388161
PUPIALES;PRI 232.2023;8561518;24177791;Ges. Energetica;2023-02-09 00:00;2023-02-15 09:24;01:47 Min;REVISION;0.8696282;-77.6399163
IPIALES;PRI 232.2023;251250;24177794;Ges. Energetica;2023-02-09 00:00;2023-02-16 11:28;01:35 Min;REVISION;0.8245839;-77.6427906
CUMBAL;PRI 232.2023;277070;24177800;Facturacion;2023-02-09 00:00;2023-03-03 11:46;01:01 Min;REVISION;0.8125094;-77.8475475
IPIALES;PRI 232.2023;8517354;24177802;Ges. Energetica;2023-02-09 00:00;2023-02-09 17:01;00:25 Min;REVISION;0.8948815;-77.5434767
PUPIALES;PRI 232.2023;8561520;24177843;Ges. Energetica;2023-02-09 00:00;2023-02-13 14:17;00:45 Min;REVISION;0.8989534;-77.6742582
CUMBAL;PRI 232.2023;276990;24177863;Facturacion;2023-02-09 00:00;2023-03-03 10:50;00:37 Min;REVISION;0.8124594;-77.8464301
IPIALES;PRI 232.2023;8549642;24177902;Facturacion;2023-02-09 00:00;2023-02-10 16:43;00:27 Min;REVISION;0.6707312;-77.5387908
CORDOBA;PRI 232.2023;1062252;24178005;Facturacion;2023-02-09 00:00;2023-03-23 12:57;00:16 Min;REVISION;0.8542892;-77.5199976
CORDOBA;PRI 232.2023;267274;24178010;Facturacion;2023-02-09 00:00;2023-03-23 13:16;00:18 Min;REVISION;0.8546539;-77.5201278
IPIALES;PRI 232.2023;290672;24178060;Facturacion;2023-02-09 00:00;2023-03-28 09:25;01:08 Min;REVISION;0.8940085;-77.5472222
IPIALES;PRI 232.2023;640041;24178061;Facturacion;2023-02-09 00:00;2023-04-24 09:16;01:03 Min;INSTALACION;0.8922173;-77.5489731
CUASPUD;PRI 232.2023;8561527;24178147;Ges. Energetica;2023-02-09 00:00;2023-02-22 10:29;01:10 Min;REVISION;0.8500264;-77.7483364
IPIALES;PRI 232.2023;1109191;24178156;Facturacion;2023-02-09 00:00;2023-03-24 16:26;00:30 Min;REVISION;0.8931137;-77.5473302
GUACHUCAL;PRI 232.2023;1161303;24179395;Facturacion;2023-02-10 00:00;2023-04-17 10:31;00:37 Min;INSTALACION;0.9652883;-77.7130231
PUPIALES;PRI 232.2023;1113059;24179402;Facturacion;2023-02-10 00:00;2023-02-18 10:59;00:43 Min;INSTALACION;0.8741663;-77.6388196
IPIALES;PRI 232.2023;8533044;24179403;Facturacion;2023-02-10 00:00;2023-03-24 12:39;00:26 Min;REVISION;0.8204912;-77.6333445
IPIALES;PRI 232.2023;591678;24179404;Facturacion;2023-02-10 00:00;2023-03-01 11:41;01:53 Min;INSTALACION;0.8050336;-77.5817951
CUASPUD;PRI 232.2023;571822;24179419;Facturacion;2023-02-10 00:00;2023-04-19 16:10;00:29 Min;INSTALACION;0.8672047;-77.7303427
CUASPUD;PRI 232.2023;270690;24179438;Facturacion;2023-02-10 00:00;2023-04-13 08:59;00:15 Min;REVISION;0.8595629;-77.7211221
IPIALES;PRI 232.2023;1173427;24204898;Facturacion;2023-02-10 00:00;2023-03-24 10:50;00:32 Min;REVISION;0.8317653;-77.6426759
IPIALES;PRI 232.2023;1173434;24204901;Facturacion;2023-02-10 00:00;2023-03-24 11:24;00:25 Min;REVISION;0.8317887;-77.6426507
IPIALES;PRI 232.2023;510770;24205043;Control Perdidas;2023-02-10 00:00;2023-02-10 11:02;00:39 Min;REVISION;0.8228948;-77.6618965
IPIALES;PRI 232.2023;258660;24205267;Facturacion;2023-02-10 00:00;2023-02-10 15:01;00:40 Min;INSTALACION;0.6671277;-77.5373184
IPIALES;PRI 232.2023;246862;24205288;Facturacion;2023-02-10 00:00;2023-02-24 16:17;00:27 Min;REVISION;0.8260328;-77.6614742
IPIALES;PRI 232.2023;1098728;24205632;Facturacion;2023-02-10 00:00;2023-03-17 14:15;00:47 Min;INSTALACION;0.8267281;-77.6526144
IMUES;PRI 232.2023;292766;24205638;Facturacion;2023-02-10 00:00;2023-03-09 13:10;00:24 Min;REVISION;1.0237385;-77.4743389
FUNES;PRI 232.2023;8561579;24205670;Ges. Energetica;2023-02-10 00:00;2023-02-15 10:57;00:32 Min;REVISION;0.9995633;-77.4488095
FUNES;PRI 232.2023;8561581;24205682;Ges. Energetica;2023-02-10 00:00;2023-02-15 10:12;00:45 Min;REVISION;0.9996808;-77.4487516
CUMBAL;PRI 232.2023;1014771;24205704;Facturacion;2023-02-10 00:00;2023-05-03 10:12;00:33 Min;REVISION;0.922279;-77.8411778
IPIALES;PRI 232.2023;1208162;24205855;Control Perdidas;2023-02-10 00:00;2023-02-10 15:39;01:29 Min;REVISION;0.8347002;-77.6549343
IPIALES;PRI 232.2023;242142;24205858;Facturacion;2023-02-10 00:00;2023-03-25 09:27;00:28 Min;REVISION;0.8263994;-77.6426941
GUACHUCAL;PRI 232.2023;1017410;24205923;Facturacion;2023-02-10 00:00;2023-03-17 09:37;00:27 Min;REVISION;0.9575105;-77.7350803
CUMBAL;PRI 232.2023;1223650;24205997;Control Perdidas;2023-02-10 00:00;2023-02-10 16:33;00:27 Min;REVISION;0.9035153;-77.8476803
FUNES;PRI 232.2023;298360;24206065;Control Perdidas;2023-02-10 00:00;2023-02-10 16:47;00:25 Min;REVISION;0.9235384;-77.4652803
IMUES;PRI 232.2023;292632;24208998;Facturacion;2023-02-13 00:00;2023-03-09 16:18;01:16 Min;INSTALACION;1.0260442;-77.4670842
