Municipio;Contrato;Codigo;Orden;U. Genera;Generacion;Ejecucion;Duracion Odt;Acciones;latitud;longitud
CUMBAL;PRI 232.2023;1198102;28263246;Facturacion;2023-09-04 00:00;2023-09-07 16:23;00:36 Min;INSTALACION;0.9068605;-77.7874833
CUASPUD;PRI 232.2023;1110777;28263774;Ges. Energetica;2023-09-04 00:00;2023-09-07 10:09;00:46 Min;INSTALACION;0.8634828;-77.7301997
CUASPUD;PRI 232.2023;271046;28263778;Ges. Energetica;2023-09-04 00:00;2023-09-05 11:43;00:32 Min;INSTALACION;0.8640393;-77.726412
IPIALES;PRI 232.2023;1219549;28264192;Facturacion;2023-09-04 00:00;2023-09-04 12:46;00:37 Min;REVISION;0.8371868836757241;-77.63425804674625
IPIALES;PRI 232.2023;237960;28264456;Facturacion;2023-09-04 00:00;2023-09-06 14:53;00:34 Min;REVISION;0.824429;-77.6356026
CUASPUD;PRI 232.2023;8555194;28264578;Ges. Energetica;2023-09-04 00:00;2023-09-07 15:07;00:52 Min;INSTALACION;0.867555;-77.7438823
IPIALES;PRI 232.2023;250064;28264593;Ges. Energetica;2023-09-04 00:00;2023-09-05 11:12;01:15 Min;REVISION;0.8308118;-77.6432564
IPIALES;PRI 232.2023;250066;28264596;Ges. Energetica;2023-09-04 00:00;2023-09-05 12:27;00:16 Min;REVISION;0.8308512;-77.6432804
PUERRES;PRI 232.2023;1123636;28264630;Ges. Energetica;2023-09-04 00:00;2023-09-12 11:36;00:22 Min;REVISION;0.8804558;-77.5047908
NN;PRI 232.2023;1236993;28266559;Facturacion;2023-09-05 00:00;2023-09-11 10:29;00:30 Min;REVISION;0.9278093;-77.7668694
IPIALES;PRI 232.2023;254960;28267429;Facturacion;2023-09-05 00:00;2023-09-14 08:47;00:19 Min;REVISION;0.8223833;-77.6269177
IPIALES;PRI 232.2023;255116;28267441;Facturacion;2023-09-05 00:00;2023-09-08 13:57;00:24 Min;REVISION;0.8229461;-77.626841
PASTO;PRI 232.2023;1235823;28267448;Facturacion;2023-09-05 00:00;2023-09-07 17:18;01:08 Min;REVISION;0.9166831;-77.7782736
IPIALES;PRI 232.2023;8570513;28267458;Ges. Energetica;2023-09-05 00:00;2023-09-06 16:20;00:21 Min;REVISION;0.8257712;-77.6638693
CUMBAL;PRI 232.2023;262438;28267504;Facturacion;2023-09-05 00:00;2023-09-07 10:37;00:58 Min;REVISION;0.8759949;-77.7742799
CUMBAL;PRI 232.2023;262170;28267514;Facturacion;2023-09-05 00:00;2023-09-07 15:27;00:22 Min;REVISION;0.9110186;-77.7990062
IPIALES;PRI 232.2023;8570515;28267524;Ges. Energetica;2023-09-05 00:00;2023-09-06 13:29;00:45 Min;REVISION;0.83661;-77.6296694
PUPIALES;PRI 232.2023;279162;28267528;Ges. Energetica;2023-09-05 00:00;2023-09-11 12:56;00:17 Min;REVISION;0.8709131;-77.6411744
CUMBAL;PRI 232.2023;8521136;28267715;Facturacion;2023-09-05 00:00;2023-09-07 12:57;00:14 Min;REVISION;0.9077019;-77.7947052
IPIALES;PRI 232.2023;1148802;28267735;Facturacion;2023-09-05 00:00;2023-09-06 11:11;01:06 Min;REVISION;0.8186901;-77.6073084
CUMBAL;PRI 232.2023;260366;28267764;Facturacion;2023-09-05 00:00;2023-09-07 11:57;00:45 Min;REVISION;0.9051232;-77.7907037
CUMBAL;PRI 232.2023;551448;28267819;Facturacion;2023-09-05 00:00;2023-09-07 14:11;01:05 Min;REVISION;0.9136033;-77.7946144
CONTADERO;PRI 232.2023;578725;28267837;Facturacion;2023-09-05 00:00;2023-09-18 10:44;01:21 Min;REVISION;0.9421378;-77.5422175
IPIALES;PRI 232.2023;237440;28267869;Facturacion;2023-09-05 00:00;2023-09-06 15:48;00:48 Min;REVISION;0.8295144;-77.642961
CUMBAL;PRI 232.2023;277584;28267897;Ges. Energetica;2023-09-05 00:00;2023-09-06 14:18;00:16 Min;REVISION;0.8258671;-77.8385381
IPIALES;PRI 232.2023;8570526;28267915;Ges. Energetica;2023-09-05 00:00;2023-09-06 12:02;01:02 Min;REVISION;0.8099596;-77.6061534
IPIALES;PRI 232.2023;8570529;28267997;Ges. Energetica;2023-09-05 00:00;2023-09-06 09:51;01:10 Min;REVISION;0.7677185;-77.6411467
POTOSI;PRI 232.2023;8545095;28268028;Ges. Energetica;2023-09-05 00:00;2023-10-09 13:11;00:36 Min;INSTALACION;0.810856;-77.5041377
GUACHUCAL;PRI 232.2023;288708;28268094;Facturacion;2023-09-05 00:00;2023-09-11 13:26;00:24 Min;REVISION;1.0341941;-77.764206
CORDOBA;PRI 232.2023;8570534;28268095;Ges. Energetica;2023-09-05 00:00;2023-09-06 10:02;00:45 Min;REVISION;0.8752662;-77.542017
CORDOBA;PRI 232.2023;8570538;28268208;Ges. Energetica;2023-09-05 00:00;2023-09-06 10:52;02:09 Min;REVISION;0.823093;-77.4889418
FUNES;PRI 232.2023;8570540;28268297;Ges. Energetica;2023-09-05 00:00;2023-09-06 11:17;01:34 Min;REVISION;1.0219646;-77.4231391
GUACHUCAL;PRI 232.2023;285336;28268339;Facturacion;2023-09-05 00:00;2023-09-05 14:23;00:36 Min;REVISION;0.9596407979376657;-77.73290298879147
GUACHUCAL;PRI 232.2023;285386;28268353;Facturacion;2023-09-05 00:00;2023-09-05 15:07;00:30 Min;REVISION;0.9608338781007956;-77.73166682571173
GUACHUCAL;PRI 232.2023;1129469;28268360;Facturacion;2023-09-05 00:00;2023-09-05 15:45;00:26 Min;REVISION;0.9588898846685113;-77.73472253233193
GUACHUCAL;PRI 232.2023;285316;28268368;Facturacion;2023-09-05 00:00;2023-09-05 16:15;00:29 Min;REVISION;0.9583327337346641;-77.73277826607227
CUMBAL;PRI 232.2023;8570542;28268406;Ges. Energetica;2023-09-05 00:00;2023-09-06 14:37;00:20 Min;REVISION;0.8307187512994579;-77.83705048263073
IPIALES;PRI 232.2023;1145476;28268415;Facturacion;2023-09-05 00:00;2023-09-05 14:09;00:14 Min;REVISION;0.8267389;-77.6678023
IPIALES;PRI 232.2023;1150361;28268430;Facturacion;2023-09-05 00:00;2023-09-05 16:48;00:18 Min;REVISION;0.8361498;-77.6320359
IPIALES;PRI 232.2023;1152192;28268441;Facturacion;2023-09-05 00:00;2023-09-05 17:07;00:15 Min;REVISION;0.8361823;-77.6320049
CUMBAL;PRI 232.2023;8570545;28268489;Ges. Energetica;2023-09-05 00:00;2023-09-06 13:21;00:30 Min;REVISION;0.8309683;-77.8369764
PUERRES;PRI 232.2023;8570547;28268738;Ges. Energetica;2023-09-05 00:00;2023-09-12 10:45;00:46 Min;REVISION;0.8799949;-77.5052587
CUMBAL;PRI 232.2023;8570548;28268837;Ges. Energetica;2023-09-05 00:00;2023-09-13 14:21;00:27 Min;REVISION;0.9233198;-77.7978751
CUMBAL;PRI 232.2023;604272;28270344;Ges. Energetica;2023-09-06 00:00;2023-09-18 13:36;00:58 Min;INSTALACION;0.9371576;-77.8424789
CUASPUD;PRI 232.2023;1124297;28270359;Ges. Energetica;2023-09-06 00:00;2023-09-05 09:29;00:11 Min;REVISION;0.8555382316843001;73.05384635925293
IPIALES;PRI 232.2023;409022;28270373;Ges. Energetica;2023-09-06 00:00;2023-09-14 09:45;01:18 Min;INSTALACION;0.7670229;-77.6721279
CUASPUD;PRI 232.2023;1110707;28270420;Ges. Energetica;2023-09-06 00:00;2023-09-05 09:17;00:11 Min;REVISION;0.8633331951664517;-77.73027777671815
IPIALES;PRI 232.2023;8570557;28271017;Ges. Energetica;2023-09-06 00:00;2023-09-12 15:19;00:34 Min;REVISION;0.8328344;-77.6423961
PUPIALES;PRI 232.2023;1251604;28271030;Ges. Energetica;2023-09-06 00:00;2023-09-11 13:45;00:44 Min;REVISION;0.8759958;-77.6418352
IPIALES;PRI 232.2023;8570558;28271083;Ges. Energetica;2023-09-06 00:00;2023-09-11 14:02;03:18 Min;REVISION;0.8196051;-77.6091621
IPIALES;PRI 232.2023;1062148;28271363;Facturacion;2023-09-06 00:00;2023-09-07 11:04;01:18 Min;REVISION;0.8319602;-77.6077772
CUMBAL;PRI 232.2023;262770;28271398;Ges. Energetica;2023-09-06 00:00;2023-09-13 12:02;00:20 Min;REVISION;0.8934406;-77.8003248
CUASPUD;PRI 232.2023;8539543;28271405;Ges. Energetica;2023-09-06 00:00;2023-09-07 14:40;00:27 Min;REVISION;0.8841623;-77.7718736
CUASPUD;PRI 232.2023;271808;28271467;Ges. Energetica;2023-09-06 00:00;2023-09-07 13:43;00:46 Min;REVISION;0.8844439;-77.7665765
CUASPUD;PRI 232.2023;1078999;28271547;Ges. Energetica;2023-09-06 00:00;2023-09-07 12:34;00:54 Min;REVISION;0.8798714;-77.7669949
CUASPUD;PRI 232.2023;1036284;28271570;Ges. Energetica;2023-09-06 00:00;2023-09-07 11:16;00:53 Min;REVISION;0.8537295;-77.7703817
IPIALES;PRI 232.2023;238958;28271632;Ges. Energetica;2023-09-06 00:00;2023-09-07 11:33;00:17 Min;REVISION;0.8229864;-77.6388349
PUERRES;PRI 232.2023;1221498;28271857;Facturacion;2023-09-06 00:00;2023-09-27 10:53;01:40 Min;REVISION;0.9099184;-77.5113704
IPIALES;PRI 232.2023;1108730;28290150;Ges. Energetica;2023-09-06 00:00;2023-09-07 10:37;00:44 Min;REVISION;0.8365557;-77.6296709
IPIALES;PRI 232.2023;284882;28290157;Ges. Energetica;2023-09-06 00:00;2023-09-19 15:27;00:22 Min;REVISION;0.8270786;-77.6569892
IPIALES;PRI 232.2023;548361;28290161;Ges. Energetica;2023-09-06 00:00;2023-09-07 12:02;00:24 Min;REVISION;0.8250746;-77.6519162
CUMBAL;PRI 232.2023;1076108;28290188;Ges. Energetica;2023-09-06 00:00;2023-09-12 14:41;00:17 Min;REVISION;0.9052785;-77.7907797
IPIALES;PRI 232.2023;477312;28290259;Ges. Energetica;2023-09-06 00:00;2023-09-07 09:33;00:41 Min;REVISION;0.8301811;-77.6261845
IPIALES;PRI 232.2023;477314;28290266;Ges. Energetica;2023-09-06 00:00;2023-09-07 10:16;00:22 Min;REVISION;0.8301597;-77.6260296
IPIALES;PRI 232.2023;8570580;28290271;Ges. Energetica;2023-09-06 00:00;2023-09-05 05:18;00:36 Min;REVISION;0.822769;-77.633068
IPIALES;PRI 232.2023;429467;28290316;Ges. Energetica;2023-09-06 00:00;2023-09-07 09:29;00:36 Min;REVISION;0.8553176;-77.5713241
CUMBAL;PRI 232.2023;277456;28290343;Ges. Energetica;2023-09-06 00:00;2023-09-14 11:47;00:18 Min;REVISION;0.8171977;-77.8580294
CUMBAL;PRI 232.2023;277522;28290345;Ges. Energetica;2023-09-06 00:00;2023-09-12 12:33;00:28 Min;REVISION;0.8155672;-77.840963
CUMBAL;PRI 232.2023;566181;28290353;Ges. Energetica;2023-09-06 00:00;2023-09-12 12:13;00:15 Min;REVISION;0.8156858;-77.8411653
CUMBAL;PRI 232.2023;277672;28290362;Ges. Energetica;2023-09-06 00:00;2023-09-14 12:55;00:10 Min;REVISION;0.8316379;-77.825388
CUMBAL;PRI 232.2023;277796;28290365;Ges. Energetica;2023-09-06 00:00;2023-09-12 13:19;00:17 Min;REVISION;0.842182;-77.8207264
CUMBAL;PRI 232.2023;277882;28290431;Ges. Energetica;2023-09-06 00:00;2023-09-08 15:53;00:15 Min;REVISION;0.8405568;-77.8212544
CORDOBA;PRI 232.2023;270184;28290448;Ges. Energetica;2023-09-06 00:00;2023-09-06 09:53;00:10 Min;REVISION;0.8230554724436567;77.48916663229465
CORDOBA;PRI 232.2023;270178;28290466;Ges. Energetica;2023-09-06 00:00;2023-09-06 10:04;00:10 Min;REVISION;0.8230554724436567;77.48916663229465
CORDOBA;PRI 232.2023;270316;28290478;Ges. Energetica;2023-09-06 00:00;2023-09-06 09:41;00:12 Min;REVISION;0.8230554724436567;77.48916663229465
IPIALES;PRI 232.2023;8570585;28290527;Ges. Energetica;2023-09-06 00:00;2023-09-11 12:43;01:18 Min;REVISION;0.8201104;-77.618067
CUMBAL;PRI 232.2023;456030;28290538;Ges. Energetica;2023-09-06 00:00;2023-09-18 11:35;00:25 Min;REVISION;0.8397575;-77.8172018
CUMBAL;PRI 232.2023;582307;28290549;Ges. Energetica;2023-09-06 00:00;2023-09-18 12:19;00:21 Min;REVISION;0.8438116;-77.8297416
CUMBAL;PRI 232.2023;633609;28290561;Ges. Energetica;2023-09-06 00:00;2023-09-08 10:49;00:37 Min;REVISION;0.8423286;-77.8186176
CUMBAL;PRI 232.2023;903524;28290574;Ges. Energetica;2023-09-06 00:00;2023-09-14 12:23;00:15 Min;REVISION;0.8308426;-77.8318142
CUMBAL;PRI 232.2023;1003469;28290585;Ges. Energetica;2023-09-06 00:00;2023-09-08 15:08;00:39 Min;REVISION;0.8415132;-77.8201886
CUMBAL;PRI 232.2023;1014045;28290617;Ges. Energetica;2023-09-06 00:00;2023-09-08 12:13;00:31 Min;REVISION;0.8412077;-77.819237
CUMBAL;PRI 232.2023;1118286;28290662;Ges. Energetica;2023-09-06 00:00;2023-09-08 11:28;00:36 Min;REVISION;0.8424382;-77.8186655
CUMBAL;PRI 232.2023;1123271;28290665;Ges. Energetica;2023-09-06 00:00;2023-09-08 12:44;01:42 Min;REVISION;0.840872;-77.8188225
CUMBAL;PRI 232.2023;573006;28290670;Ges. Energetica;2023-09-06 00:00;2023-09-18 17:18;00:16 Min;REVISION;0.9200138;-77.7944624
CUMBAL;PRI 232.2023;1131445;28290674;Ges. Energetica;2023-09-06 00:00;2023-09-14 13:26;00:12 Min;REVISION;0.8505661;-77.8099202
POTOSI;PRI 232.2023;1081391;28290689;Ges. Energetica;2023-09-06 00:00;2023-09-11 10:51;01:28 Min;INSTALACION;0.8063044;-77.5723746
PUPIALES;PRI 232.2023;280056;28290731;Ges. Energetica;2023-09-06 00:00;2023-09-11 10:50;01:14 Min;REVISION;0.8316413;-77.6038648
CUMBAL;PRI 232.2023;1115261;28290733;Facturacion;2023-09-06 00:00;2023-09-12 14:12;00:26 Min;REVISION;0.9033242;-77.79367
GUACHUCAL;PRI 232.2023;401616;28290864;Facturacion;2023-09-06 00:00;2023-09-11 12:02;00:21 Min;REVISION;0.9848722;-77.766074
GUACHUCAL;PRI 232.2023;535059;28290873;Facturacion;2023-09-06 00:00;2023-09-11 12:42;00:21 Min;REVISION;0.9797708;-77.7586934
IPIALES;PRI 232.2023;8562559;28290877;Ges. Energetica;2023-09-06 00:00;2023-09-07 10:40;00:28 Min;REVISION;0.8298493;-77.6259825
CUMBAL;PRI 232.2023;261892;28290880;Facturacion;2023-09-06 00:00;2023-09-12 13:15;00:26 Min;REVISION;0.8978671;-77.8192137
CUMBAL;PRI 232.2023;567261;28290897;Facturacion;2023-09-06 00:00;2023-09-12 17:08;00:14 Min;REVISION;0.9063221;-77.7862987
CUMBAL;PRI 232.2023;1159875;28290925;Facturacion;2023-09-06 00:00;2023-09-12 16:40;00:18 Min;REVISION;0.9083069;-77.798076
IPIALES;PRI 232.2023;240178;28292496;Facturacion;2023-09-07 00:00;2023-09-08 14:51;00:27 Min;REVISION;0.8227934;-77.6349521
IPIALES;PRI 232.2023;254422;28292588;Facturacion;2023-09-07 00:00;2023-09-14 09:02;00:29 Min;INSTALACION;0.8348107;-77.6488253
IPIALES;PRI 232.2023;255638;28292700;Ges. Energetica;2023-09-07 00:00;2023-09-20 09:50;02:46 Min;INSTALACION;0.8292051;-77.6143441
IPIALES;PRI 232.2023;8552685;28306214;Facturacion;2023-09-07 00:00;2023-09-19 15:38;03:02 Min;REVISION;0.8079063;-77.5832681
IPIALES;PRI 232.2023;1019171;28309778;Facturacion;2023-09-07 00:00;2023-09-20 15:57;00:05 Min;REVISION;0.8256405;-77.6243652
NN;PRI 232.2023;1238072;28309790;Facturacion;2023-09-07 00:00;2023-09-16 09:38;00:23 Min;REVISION;0.8248531;-77.6570029
NN;PRI 232.2023;1238073;28309801;Facturacion;2023-09-07 00:00;2023-09-16 10:02;00:08 Min;REVISION;0.8249874;-77.6569709
NN;PRI 232.2023;1238074;28309805;Facturacion;2023-09-07 00:00;2023-09-16 10:10;00:07 Min;REVISION;0.8248554;-77.656967
ALDANA;PRI 232.2023;1253749;28310451;Ges. Energetica;2023-09-07 00:00;2023-09-08 10:13;00:08 Min;REVISION;0.8809332;-77.6991789
ALDANA;PRI 232.2023;1253348;28310459;Ges. Energetica;2023-09-07 00:00;2023-09-08 10:22;00:09 Min;REVISION;0.8814626;-77.6981473
ALDANA;PRI 232.2023;1253337;28310506;Ges. Energetica;2023-09-07 00:00;2023-09-08 10:33;00:09 Min;REVISION;0.8788469;-77.698727
ALDANA;PRI 232.2023;1245106;28310515;Ges. Energetica;2023-09-07 00:00;2023-09-08 10:48;00:09 Min;REVISION;0.8814287;-77.6978172
ALDANA;PRI 232.2023;1242022;28310523;Ges. Energetica;2023-09-07 00:00;2023-09-08 11:00;00:11 Min;REVISION;0.8814048;-77.6977421
ALDANA;PRI 232.2023;1242019;28310532;Ges. Energetica;2023-09-07 00:00;2023-09-08 11:14;00:14 Min;REVISION;0.8813206;-77.6979803
ALDANA;PRI 232.2023;1242081;28310537;Ges. Energetica;2023-09-07 00:00;2023-09-08 11:30;00:14 Min;REVISION;0.8813251;-77.6980331
IPIALES;PRI 232.2023;1245723;28310545;Facturacion;2023-09-07 00:00;2023-09-20 15:38;00:18 Min;REVISION;0.8255413;-77.6243158
ALDANA;PRI 232.2023;1242021;28310558;Ges. Energetica;2023-09-07 00:00;2023-09-08 11:50;00:12 Min;REVISION;0.8813179;-77.6980052
ALDANA;PRI 232.2023;1242016;28310571;Ges. Energetica;2023-09-07 00:00;2023-09-08 12:04;00:12 Min;REVISION;0.8813147;-77.6980621
ALDANA;PRI 232.2023;1242080;28310613;Ges. Energetica;2023-09-07 00:00;2023-09-08 12:18;00:14 Min;REVISION;0.8813134;-77.6981206
ALDANA;PRI 232.2023;1253343;28310628;Ges. Energetica;2023-09-07 00:00;2023-09-08 12:34;00:10 Min;REVISION;0.8813213;-77.6980947
IPIALES;PRI 232.2023;447842;28310681;Facturacion;2023-09-07 00:00;2023-09-16 08:24;00:19 Min;REVISION;0.8286228;-77.6545386
IPIALES;PRI 232.2023;1162510;28310690;Facturacion;2023-09-07 00:00;2023-09-08 12:17;01:07 Min;REVISION;0.8363148;-77.6355159
IPIALES;PRI 232.2023;245050;28311002;Facturacion;2023-09-07 00:00;2023-09-08 14:38;00:24 Min;REVISION;0.8299877;-77.6285294
GUACHUCAL;PRI 232.2023;8570630;28311124;Ges. Energetica;2023-09-07 00:00;2023-09-20 10:50;00:25 Min;REVISION;1.0102978;-77.6923446
CONTADERO;PRI 232.2023;8570632;28311156;Ges. Energetica;2023-09-07 00:00;2023-09-18 11:31;00:55 Min;REVISION;0.9133915;-77.5399848
CUMBAL;PRI 232.2023;8570633;28311243;Ges. Energetica;2023-09-07 00:00;2023-09-14 10:10;00:46 Min;REVISION;0.8025221;-77.8554502
CUMBAL;PRI 232.2023;8570636;28311273;Ges. Energetica;2023-09-07 00:00;2023-09-14 10:57;00:19 Min;REVISION;0.8026858;-77.8554534
CUMBAL;PRI 232.2023;8570637;28311295;Ges. Energetica;2023-09-07 00:00;2023-09-14 11:16;00:18 Min;REVISION;0.8026269;-77.8554926
IPIALES;PRI 232.2023;8570638;28311335;Ges. Energetica;2023-09-07 00:00;2023-09-12 17:23;00:23 Min;REVISION;0.8207139;-77.6285081
IPIALES;PRI 232.2023;8570639;28311341;Ges. Energetica;2023-09-07 00:00;2023-09-12 16:41;00:42 Min;REVISION;0.8205759;-77.628415
IPIALES;PRI 232.2023;8570640;28311488;Ges. Energetica;2023-09-07 00:00;2023-09-14 15:45;00:09 Min;REVISION;0.825574;-77.6205857
CORDOBA;PRI 232.2023;8570641;28311647;Ges. Energetica;2023-09-07 00:00;2023-09-18 14:37;21:18 Min;REVISION;0.8524582;-77.5192947
IPIALES;PRI 232.2023;1006843;28312699;Facturacion;2023-09-08 00:00;2023-09-29 15:17;00:25 Min;REVISION;0.8416009;-77.6751483
IPIALES;PRI 232.2023;1131430;28312777;Facturacion;2023-09-08 00:00;2023-09-19 09:19;01:19 Min;REVISION;0.8420232;-77.6770106
IPIALES;PRI 232.2023;8522445;28312781;Facturacion;2023-09-08 00:00;2023-09-11 14:37;01:05 Min;REVISION;0.8298997;-77.6796931
CUMBAL;PRI 232.2023;1025158;28312894;Facturacion;2023-09-08 00:00;2023-09-15 16:51;00:23 Min;REVISION;0.9056308;-77.7866672
PUERRES;PRI 232.2023;8548877;28312899;Facturacion;2023-09-08 00:00;2023-09-19 16:44;00:30 Min;REVISION;0.886112;-77.502564
CUMBAL;PRI 232.2023;1120864;28312944;Facturacion;2023-09-08 00:00;2023-09-12 12:08;01:43 Min;REVISION;0.8119352;-77.8454537
CUMBAL;PRI 232.2023;1262969;28312994;Facturacion;2023-09-08 00:00;2023-09-12 11:03;00:51 Min;REVISION;0.8153169;-77.8435738
PUPIALES;PRI 232.2023;1249497;28313051;Facturacion;2023-09-08 00:00;2023-09-13 14:20;01:12 Min;REVISION;0.944084;-77.6250905
CUMBAL;PRI 232.2023;261844;28313232;Facturacion;2023-09-08 00:00;2023-09-12 12:31;00:28 Min;REVISION;0.8943402;-77.8365518
CUMBAL;PRI 232.2023;535827;28313235;Facturacion;2023-09-08 00:00;2023-09-12 10:52;01:37 Min;REVISION;0.9160278;-77.8523968
CUMBAL;PRI 232.2023;465290;28313239;Facturacion;2023-09-08 00:00;2023-09-13 15:54;01:01 Min;REVISION;0.8583112;-77.7919301
CUMBAL;PRI 232.2023;1100413;28313242;Facturacion;2023-09-08 00:00;2023-09-13 14:19;01:18 Min;REVISION;0.8481677;-77.7893743
CUMBAL;PRI 232.2023;448288;28313246;Facturacion;2023-09-08 00:00;2023-09-12 14:47;00:58 Min;REVISION;0.885456;-77.8223526
CUMBAL;PRI 232.2023;261292;28313293;Facturacion;2023-09-08 00:00;2023-09-12 10:38;00:43 Min;REVISION;0.9151405;-77.8069382
GUACHUCAL;PRI 232.2023;8570651;28313434;Ges. Energetica;2023-09-08 00:00;2023-09-12 15:31;00:58 Min;REVISION;0.959265;-77.7740734
GUACHUCAL;PRI 232.2023;8570653;28313713;Ges. Energetica;2023-09-08 00:00;2023-09-20 11:55;01:46 Min;REVISION;1.0212364;-77.7583824
GUACHUCAL;PRI 232.2023;287364;28313803;Facturacion;2023-09-08 00:00;2023-09-11 12:18;00:42 Min;REVISION;0.9351108;-77.7294977
GUACHUCAL;PRI 232.2023;287396;28313811;Facturacion;2023-09-08 00:00;2023-09-11 13:27;01:39 Min;REVISION;0.9362245;-77.7305459
GUACHUCAL;PRI 232.2023;1151886;28313814;Facturacion;2023-09-08 00:00;2023-09-11 15:21;00:31 Min;REVISION;0.9121681;-77.7281342
GUACHUCAL;PRI 232.2023;1188107;28313829;Facturacion;2023-09-08 00:00;2023-09-11 15:57;00:25 Min;REVISION;0.9131701;-77.7275348
GUACHUCAL;PRI 232.2023;1189977;28313848;Facturacion;2023-09-08 00:00;2023-09-11 09:41;01:37 Min;REVISION;0.9099255;-77.726138
GUACHUCAL;PRI 232.2023;1191156;28313852;Facturacion;2023-09-08 00:00;2023-09-11 11:34;00:35 Min;REVISION;0.9351503;-77.7293946
PASTO;PRI 232.2023;1235869;28313859;Facturacion;2023-09-08 00:00;2023-09-11 15:15;00:19 Min;REVISION;0.9356018;-77.7404211
GUACHUCAL;PRI 232.2023;8570655;28313904;Ges. Energetica;2023-09-08 00:00;2023-09-13 15:35;00:26 Min;REVISION;0.9873094;-77.745951
GUALMATAN;PRI 232.2023;275630;28313955;Facturacion;2023-09-08 00:00;2023-09-13 10:12;01:39 Min;REVISION;0.9197202;-77.5707536
PUERRES;PRI 232.2023;549452;28313973;Facturacion;2023-09-08 00:00;2023-09-19 10:27;00:21 Min;REVISION;0.8939792;-77.5151216
CUMBAL;PRI 232.2023;621452;28317075;Facturacion;2023-09-08 00:00;2023-09-12 16:04;00:08 Min;REVISION;0.9144193;-77.7806017
CUMBAL;PRI 232.2023;262076;28321191;Facturacion;2023-09-08 00:00;2023-09-12 15:40;00:08 Min;REVISION;0.9213527;-77.7857627
ALDANA;PRI 232.2023;1242024;28343072;Ges. Energetica;2023-09-08 00:00;2023-09-08 14:40;00:06 Min;REVISION;0.8815414;-77.6977162
ALDANA;PRI 232.2023;1242074;28343086;Ges. Energetica;2023-09-08 00:00;2023-09-08 14:32;00:06 Min;REVISION;0.8815746;-77.6977171
ALDANA;PRI 232.2023;1242015;28343098;Ges. Energetica;2023-09-08 00:00;2023-09-08 14:26;00:05 Min;REVISION;0.881771;-77.6976852
ALDANA;PRI 232.2023;1254246;28343101;Ges. Energetica;2023-09-08 00:00;2023-09-08 14:14;00:06 Min;REVISION;0.8816271;-77.6976566
ALDANA;PRI 232.2023;1258637;28343109;Ges. Energetica;2023-09-08 00:00;2023-09-08 13:58;00:10 Min;REVISION;0.8816018;-77.697658
ALDANA;PRI 232.2023;1242025;28343116;Ges. Energetica;2023-09-08 00:00;2023-09-08 13:45;00:07 Min;REVISION;0.8813493;-77.6978737
ALDANA;PRI 232.2023;1242017;28343127;Ges. Energetica;2023-09-08 00:00;2023-09-08 13:21;00:09 Min;REVISION;0.88143;-77.697929
ALDANA;PRI 232.2023;1242026;28343139;Ges. Energetica;2023-09-08 00:00;2023-09-08 13:37;00:06 Min;REVISION;0.8814587;-77.6979474
ALDANA;PRI 232.2023;8517489;28343149;Ges. Energetica;2023-09-08 00:00;2023-09-08 13:06;00:06 Min;REVISION;0.8812038;-77.6984263
ALDANA;PRI 232.2023;1253345;28343165;Ges. Energetica;2023-09-08 00:00;2023-09-08 12:22;00:15 Min;REVISION;0.8812137;-77.698408
ALDANA;PRI 232.2023;1253342;28343172;Ges. Energetica;2023-09-08 00:00;2023-09-08 12:38;00:11 Min;REVISION;0.8811877;-77.6984421
ALDANA;PRI 232.2023;1253350;28343181;Ges. Energetica;2023-09-08 00:00;2023-09-08 12:49;00:09 Min;REVISION;0.8811597;-77.6985062
ALDANA;PRI 232.2023;1253340;28343192;Ges. Energetica;2023-09-08 00:00;2023-09-08 12:58;00:07 Min;REVISION;0.8811645;-77.698554
IPIALES;PRI 232.2023;8570662;28343196;Ges. Energetica;2023-09-08 00:00;2023-09-16 09:51;01:33 Min;REVISION;0.8289946;-77.6782858
ALDANA;PRI 232.2023;1258688;28343202;Ges. Energetica;2023-09-08 00:00;2023-09-08 13:13;00:07 Min;REVISION;0.8813735;-77.6982756
ALDANA;PRI 232.2023;8532482;28343211;Ges. Energetica;2023-09-08 00:00;2023-09-08 15:51;00:12 Min;REVISION;0.8813829;-77.6967068
ALDANA;PRI 232.2023;8517676;28343218;Ges. Energetica;2023-09-08 00:00;2023-09-08 16:05;00:09 Min;REVISION;0.8813735;-77.6965753
ALDANA;PRI 232.2023;8527285;28343224;Ges. Energetica;2023-09-08 00:00;2023-09-08 16:14;00:08 Min;REVISION;0.8814015;-77.6965438
ALDANA;PRI 232.2023;8533462;28343234;Ges. Energetica;2023-09-08 00:00;2023-09-08 16:23;00:13 Min;REVISION;0.8814593;-77.6962704
ALDANA;PRI 232.2023;8532357;28343240;Ges. Energetica;2023-09-08 00:00;2023-09-08 16:37;00:16 Min;REVISION;0.8814657;-77.6962235
IPIALES;PRI 232.2023;254420;28343339;Facturacion;2023-09-08 00:00;2023-09-08 15:36;00:56 Min;REVISION;0.8347319179227665;-77.6488858088851
IPIALES;PRI 232.2023;250482;28343350;Facturacion;2023-09-08 00:00;2023-09-08 11:57;00:32 Min;REVISION;0.8222452;-77.6365374
CUMBAL;PRI 232.2023;8570664;28343374;Ges. Energetica;2023-09-08 00:00;2023-09-12 10:41;00:45 Min;REVISION;0.9093575;-77.7943446
