Codigo;Orden;latitud;longitud
8563348;25068550;1.4759559,-77.0155866;
8563362;25069368;1.5873836,-76.9542195;
8563364;25069396;1.3988601,-77.1244835;
193244;25069427;1.5165643,-77.0456579;
193548;25069438;1.51644,-77.0461342;
1114948;25069465;1.5169554,-77.046485;
193584;25069474;1.5156315,-77.0461663;
8563367;25069641;1.4613811,-77.0926754;
8563369;25069682;1.4622398,-77.0927873;
8563370;25069735;1.6241684,-76.9391481;
8563372;25069776;1.6242931,-76.9393036;
1065041;25069811;1.6635014,-77.021736;
8563376;25069855;1.6241369,-76.9392838;
8563379;25069910;1.6243072,-76.9393654;
8563383;25069937;1.6241537,-76.9392957;
8563386;25069964;1.6240207,-76.9394389;
194626;25070293;1.4619823,-77.0926812;
8563418;25093880;1.680242,-77.0685872;
8563420;25094236;1.6802682,-77.0685813;
440372;25094345;1.6002776,-76.9696651;
8563423;25094356;1.624381,-76.9394342;
8563424;25108436;1.62408,-76.9393676;
8563426;25108480;1.6242336,-76.9395223;
8563429;25108576;1.624183,-76.9395176;
539830;25108677;1.6883097,-77.0717349;
8563434;25108840;1.6241316,-76.9395454;
8563436;25108927;1.6240962,-76.9395817;
1175381;25108928;1.6026485,-76.9658856;
1166367;25108943;1.6026038,-76.9658012;
1129095;25108950;1.6026758,-76.9659381;
372502;25108964;1.5841724,-76.9665429;
193336;25108980;1.5089695,-77.0504628;
1028603;25108987;1.4782843,-77.0191615;
1068913;25108988;1.5963036,-76.9689755;
630851;25109025;1.4773854,-77.0148399;
1176982;25109035;1.4773782,-77.0148424;
1181331;25109062;1.4772755,-77.0148778;
8563438;25109088;1.6240554,-76.9395892;
193624;25109184;1.4832267,-77.0733512;
8563439;25109188;1.6241033,-76.9392646;
627123;25109200;1.4836139,-77.0762363;
8563441;25109241;1.6241997,-76.939212;
1230367;25109320;1.6676904,-77.011622;
8563442;25109353;1.6240882,-76.9393649;
1230390;25109373;1.6676713,-77.0115476;
1230384;25109383;1.6676836,-77.0115749;
8563443;25109414;1.6241891,-76.9393146;
8563445;25109487;1.6242909,-76.9394791;
8563460;25111243;1.6238851,-76.9393701;
8563463;25111286;1.6240169,-76.9393517;
8563464;25111320;1.6239893,-76.9393338;
8563468;25111411;1.62391,-76.9393517;
8563472;25111523;1.4302555,-77.0979424;
1008779;25111559;1.5996569,-76.9729213;
1253262;25111966;1.6649247,-77.0548242;
8552968;25112060;1.6241214,-76.93935;
574658;25123350;1.5909323,-76.9852129;
1212306;25123382;1.5695754,-76.9376688;
8563510;25123833;1.6030775,-76.9678248;
1053164;25123860;1.5987027,-77.076437;
8563511;25123901;1.5122584,-77.0478951;
8563513;25123964;1.5165887,-77.0465203;
8533299;25124460;1.4481835,-77.0910567;
1216191;25124957;1.6027478,-76.9662536;
1003846;25124986;1.4767522,-77.0197076;
196004;25125087;1.4767863,-77.0194371;
195944;25125105;1.4769055,-77.0193073;
196008;25125117;1.4768005,-77.0194504;
195890;25125123;1.4768532,-77.0194877;
8563530;25125188;1.6054298,-76.973813;
1193085;25142125;1.6257273,-77.0690588;
569357;25143024;1.5951597,-76.9675779;
365332;25143134;1.624599,-77.0589603;
199980;25143173;1.4793597,-77.0199871;
8563559;25143244;1.6050817,-76.9662356;
8563564;25143366;1.6212335,-76.9599119;
8563568;25143421;1.4223947,-77.0824537;
8563571;25143471;1.4731437,-77.0193318;
8563573;25143524;1.475068,-77.0138374;
8563575;25143560;1.4798125,-77.0165459;
8563579;25144080;1.6009596,-76.9735933;
8563582;25144128;1.4805858,-77.0748234;
8563585;25144164;1.4666941,-77.0248068;
8563590;25144234;1.6795839,-77.0688592;
8563593;25144411;1.6791932,-77.0684787;
374484;25144429;1.6521199,-76.9770123;
8563595;25144482;1.6795027,-77.056258;
8563599;25144566;1.6799238,-77.0600733;
8563603;25144643;1.6457254,-77.0328618;
412724;25159513;1.6224582,-77.0742249;
447316;25159587;1.6024181,-76.9737809;
1205529;25159600;1.6014896,-76.9740743;
1072889;25159643;1.5993332,-76.9732511;
8522065;25159765;1.6003708,-76.9697266;
609711;25159865;1.5726232,-77.0579357;
1162899;25159977;1.5928177,-77.0156698;
1115852;25160058;1.5973157,-77.015856;
1103639;25160075;1.5984109,-77.0156276;
1072949;25160251;1.6045823,-76.9663538;
1189657;25160292;1.5791563,-76.9652548;
463492;25160321;1.5978651,-76.9726455;
641558;25160341;1.6717505,-76.9378273;
371380;25160368;1.5968581,-77.0151283;
375006;25160401;1.5949241,-77.0159733;
371648;25160943;1.5960846,-77.0153465;
1198286;25161061;1.596084,-77.015326;
371536;25161072;1.5960364,-77.0153338;
416568;25161075;1.596024,-77.0153269;
8546232;25161085;1.5960738,-77.0152369;
361522;25164234;1.669227,-77.0120313;
1108043;25164247;1.6691784,-77.0120724;
1162908;25164267;1.593201,-77.0156509;
1152801;25164275;1.5931257,-77.0156442;
1152777;25164296;1.5930908,-77.0156664;
1221475;25164769;1.5969512,-76.9703999;
1117212;25166222;1.4495584,-77.0965058;
1024247;25166248;1.6277966,-76.9678308;
196902;25166260;1.3951691,-77.0269443;
476342;25248532;1.6685456,-77.016424;
370236;25249742;1.5976059,-76.9705472;
534419;25252864;1.6637473,-77.0599318;
8530518;25270691;1.5898172,-77.0333704;
1036579;25270765;1.5898376,-77.0335152;
1233532;25270807;1.4778928,-77.0182967;
1089441;25270820;1.4777461,-77.0185993;
193418;25270828;1.5169796,-77.0456837;
461706;25270836;1.5169563,-77.0456787;
1052264;25270843;1.5168398,-77.045435;
1104948;25270850;1.5167744,-77.045462;
1205776;25270858;1.5167903,-77.0453706;
371242;25270868;1.5960647,-76.9698384;
1173228;25270980;1.5765233,-76.9673142;
8556491;25271008;1.5897747,-77.0335719;
374396;25271010;1.6177824,-76.9672675;
1097601;25271045;1.4258193,-77.0974349;
8557275;25271215;1.4278489,-77.0973598;
1213589;25271244;1.4279948,-77.0989377;
8563760;25271776;1.6673336,-77.0109884;
8563765;25271844;1.6673314,-77.0110466;
8563770;25272059;1.5960941,-76.9698637;
8563771;25272159;1.6673231,-77.0109857;
8563775;25272201;1.4802865,-77.0143553;
8542033;25272281;1.6630011,-77.0585334;
1088405;25272288;1.6630499,-77.058449;
8563778;25272295;1.5852675,-76.9624413;
1117825;25272296;1.6631056,-77.0583581;
1084707;25272302;1.6631952,-77.0585082;
371182;25272452;1.6033872,-76.9642474;
1020724;25338017;1.5945845,-77.0152993;
8553236;25344650;1.5722958,-76.9375554;
1019206;25344710;1.6709031,-77.0104037;
1174178;25344752;1.6024429,-76.9668332;
1189657;25345004;1.5792261,-76.9653071;
192916;25345009;1.4748349,-77.0800679;
8563826;25345375;1.5165672,-77.0497169;
375318;25345525;1.6003706,-76.970315;
371242;25345593;1.5960879,-76.9698221;
1201592;25345639;1.6056577,-76.9712725;
1145884;25345645;1.6057514,-76.9714575;
563494;25345650;1.6057868,-76.9715742;
469020;25345659;1.6063845,-76.9718911;
596044;25345666;1.6047138,-76.9722829;
1107613;25345675;1.6046886,-76.9723778;
1213580;25345959;1.6722562,-77.0143563;
1221960;25345962;1.6722793,-77.0143733;
8560423;25345974;1.6722332,-77.0142246;
1138862;25345998;1.5998397,-76.9337484;
8558486;25346021;1.6038931,-76.974292;
196436;25346050;1.4037163,-77.1196491;
196462;25346060;1.4053153,-77.1259738;
1176712;25346074;1.4040103,-77.1248754;
1189526;25346090;1.5856111,-77.0404632;
1112301;25346126;1.4024921,-77.1242384;
197096;25346176;1.4132103,-77.1040031;
1040296;25346185;1.4005294,-77.1246083;
375010;25346220;1.5946157,-77.0151549;
8548083;25346281;1.5969884,-77.013727;
371428;25346292;1.5961804,-77.0165954;
371278;25346300;1.595557,-77.0188644;
455418;25346317;1.5949363,-77.020013;
193500;25346329;1.5156692,-77.0457492;
371490;25346338;1.5943377,-77.0195107;
1106776;25346348;1.4183835,-77.0598184;
374254;25346363;1.5528056,-76.917753;
1230596;25346387;1.417162,-77.0710057;
8517058;25346404;1.5950499,-77.0149902;
1043793;25346461;1.445606,-77.0717524;
1130754;25346477;1.470118,-77.0795202;
1097715;25346485;1.4701063,-77.0795487;
1097266;25346591;1.4565058,-77.0982966;
362532;25348222;1.6647072,-77.0136245;
372126;25348363;1.596134,-77.0147682;
405924;25358104;1.5972992,-76.9718695;
8563886;25358450;1.4283678,-77.0951425;
8563888;25358503;1.4274207,-77.0968502;
372278;25358601;1.5917043,-77.0175686;
615402;25358606;1.5960654,-77.0200427;
1125274;25358717;1.6431481,-77.0187551;
552669;25371288;1.6703578,-77.0114473;
1081617;25371291;1.6709237,-77.0103787;
8563914;25371336;1.4304267,-77.0980727;
1203592;25371625;1.4185179,-77.0716975;
1208883;25371635;1.418214,-77.0717623;
1193718;25371653;1.416531,-77.0716975;
8563922;25371693;1.5649359,-76.9860153;
1152140;25371701;1.5659283,-77.0044466;
1037370;25371720;1.5136564,-77.041315;
551726;25371755;1.5261189,-77.0646637;
369998;25371811;1.6018321,-76.9716177;
1073656;25371836;1.6006306,-76.9699725;
369512;25371866;1.5998706,-76.9722271;
1104640;25371878;1.6045197,-76.9653159;
637182;25371889;1.5272459,-77.0495449;
529357;25371907;1.4284851,-77.0526039;
613522;25372019;1.5656996,-76.9241193;
568279;25372024;1.4828506,-77.0752723;
1005774;25372028;1.6011167,-76.97298;
1148005;25372029;1.4637996,-77.0014035;
1167894;25372032;1.4287105,-77.0953661;
430012;25372042;1.4272738,-77.0669113;
193728;25372050;1.4902926,-77.057002;
364592;25372367;1.6948598,-77.0042129;
8551154;25372410;1.6021147,-76.9662217;
1221132;25372427;1.5923407,-77.0235933;
195016;25372680;1.4258044,-77.0974449;
625768;25372691;1.4753915,-77.0809682;
372074;25372710;1.595197,-77.0150628;
371480;25372712;1.5955155,-77.0198073;
569048;25372718;1.5962514,-77.0150381;
371736;25372723;1.5957271,-77.014516;
397242;25372727;1.5945676,-77.0155341;
375340;25372744;1.5943658,-77.0157526;
1106130;25372748;1.5943434,-77.0165321;
463030;25372749;1.5943039,-77.0159788;
397220;25372751;1.5949043,-77.0147845;
371890;25372757;1.5945262,-77.0156655;
409536;25372762;1.5968648,-77.0152968;
372056;25372769;1.5946811,-77.0155303;
1068693;25372776;1.6035726,-76.9725162;
366082;25374825;1.6632693,-77.0518952;
1063909;25374837;1.6336199,-77.094807;
195832;25375241;1.4420371,-77.0612308;
362874;25375255;1.6462062,-77.0259147;
633209;25375259;1.4256436,-77.0977732;
193562;25375273;1.5160829,-77.0457008;
193556;25375280;1.5161344,-77.0457391;
1052217;25375305;1.5172633,-77.0453497;
8550746;25375331;1.5085307,-77.0506565;
8554290;25397412;1.4275615,-77.0971083;
437778;25397523;1.5959615,-77.0182618;
193570;25397593;1.5156308,-77.0459515;
8563977;25398205;1.6848693,-77.019331;
1169343;25398219;1.4270465,-77.0963163;
371602;25398546;1.5967149,-77.0137064;
371984;25398560;1.5944917,-77.0165321;
363160;25398562;1.6638009,-77.0606494;
530983;25398565;1.5951716,-77.0141862;
453146;25400486;1.6556993,-76.984501;
1234824;25456003;1.5965283,-77.0150643;
420028;25456011;1.5964333,-77.0150432;
1041118;25456013;1.5955468,-77.0185746;
1041117;25456017;1.5955498,-77.0186238;
371474;25456024;1.5953614,-77.0190086;
1111758;25469986;1.6628793,-77.0339168;
415446;25502219;1.6841559,-76.9488632;
8564102;25503459;1.5810991,-76.9623172;
415426;25503809;1.6065475,-76.9726096;
1194303;25503816;1.6065951,-76.9726391;
1016370;25503841;1.606559,-76.9722436;
1068909;25503860;1.606572,-76.9721822;
1016365;25503876;1.6064475,-76.972153;
370138;25503887;1.6054661,-76.9720578;
370360;25503898;1.5996533,-76.9698333;
370358;25503914;1.5996285,-76.9698331;
1012346;25503924;1.5996709,-76.9699027;
1020716;25503947;1.5995941,-76.9697758;
370364;25503988;1.599715,-76.9697529;
1016352;25503999;1.5996979,-76.9697538;
370584;25504005;1.6011416,-76.9711199;
370582;25504013;1.6011833,-76.9712028;
370588;25504023;1.6012021,-76.971203;
369824;25504034;1.6009073,-76.9715405;
363346;25504909;1.6496943,-76.9649807;
371498;25506142;1.5948396,-77.0198097;
371496;25506153;1.5944824,-77.0195544;
618870;25506161;1.5945645,-77.019519;
1105372;25506324;1.5156522,-77.04709;
1034777;25509426;1.64303,-77.0188211;
362586;25509433;1.6431144,-77.0187309;
362492;25509646;1.6604439,-77.0173487;
366516;25509801;1.66504,-77.0022759;
361982;25542721;1.6677094,-77.0114373;
1015129;25542737;1.66753,-77.0115567;
1246514;25542748;1.5159724,-77.0460128;
1131992;25542752;1.6263125,-76.9391221;
643871;25542778;1.5161382,-77.047045;
569028;25542790;1.5161369,-77.0470297;
1247188;25542811;1.5161923,-77.0459317;
605535;25542814;1.5189142,-77.0463526;
193288;25542822;1.5168964,-77.0455309;
1187318;25542847;1.4267378,-77.0974025;
641566;25542887;1.648278,-77.0342433;
1120737;25542932;1.5128335,-77.0411827;
1249250;25543069;1.6418825,-77.0750792;
374642;25543120;1.5900553,-77.0611303;
596062;25543599;1.5670199,-76.9247011;
578061;25543636;1.6115912,-77.0820878;
1058569;25544135;1.4719579,-77.0811037;
8564174;25544382;1.6009077,-76.9791682;
372040;25544500;1.5953777,-77.0160496;
361698;25544511;1.6682168,-77.0141989;
8549471;25544528;1.4895993,-77.0742342;
8564178;25544586;1.5962902,-77.0163733;
8564180;25544630;1.515256,-77.0483849;
8564181;25544679;1.5153481,-77.0471047;
8564183;25544729;1.5896505,-77.0352248;
361712;25548266;1.6671342,-77.0141915;
1070427;25548272;1.4271984,-77.0971403;
195110;25548278;1.4271388,-77.0971871;
1158605;25548290;1.6640719,-77.0598619;
1182307;25548296;1.6631951,-77.057961;
363122;25548301;1.663279,-77.0584156;
1012453;25548306;1.4321858,-77.0645431;
200130;25548335;1.403856,-77.0330662;
370888;25548398;1.6063057,-76.9720935;
447358;25548405;1.405936,-77.0547767;
1067343;25548431;1.4082045,-77.0605369;
195702;25548468;1.4070413,-77.0536856;
197162;25573498;1.4171685,-77.0705567;
1167904;25582658;1.417317,-77.0707161;
8556056;25585750;1.4803099,-77.0142212;
1236731;25585827;1.4764247,-77.017829;
640185;25585841;1.514133,-76.9898195;
1215592;25585853;1.466238,-77.0253691;
1005632;25586016;1.4086524,-77.0634513;
461668;25586088;1.6005547,-76.9698466;
1121518;25586119;1.5164796,-77.0457105;
1158132;25586141;1.5150942,-77.0481819;
363116;25586196;1.6630024,-77.0584427;
1170431;25586214;1.6634034,-77.0587404;
1103818;25586354;1.604715,-76.9649785;
1012519;25587035;1.3290651,-77.0094916;
197208;25587049;1.4267393,-77.0696253;
1020749;25587099;1.4754055,-77.0157018;
196232;25587111;1.4791004,-77.0134178;
8561360;25587131;1.476878,-77.0161635;
8564247;25587192;1.6444464,-77.021566;
8564251;25587270;1.669737,-77.0116196;
361970;25587514;1.6676516,-77.0116234;
1036604;25587623;1.4763216,-77.0198729;
8564257;25587719;1.599893,-76.9721731;
8564258;25587791;1.5703027,-76.9383423;
1133308;25600242;1.6049088,-76.9724281;
1128698;25600248;1.6049849,-76.9724688;
1012340;25600262;1.6045587,-76.9723961;
1187343;25600347;1.5117053,-77.0489438;
1187344;25600353;1.5115714,-77.0487508;
1229207;25600680;1.6679238,-77.0105886;
1144911;25600693;1.667852,-77.0105339;
366158;25601292;1.668689,-77.0422743;
8551479;25601296;1.6713805,-76.9918944;
8564275;25601877;1.4815774,-77.0507135;
8564276;25601904;1.4807837,-77.0779004;
197272;25601951;1.4253535,-77.0756573;
363470;25604905;1.658677,-76.9688595;
1233611;25605353;1.6644888,-77.0232957;
591119;25637472;1.5140794,-77.0472625;
1160216;25637663;1.6415859,-77.0191049;
362712;25637790;1.6422446,-77.0191398;
1064584;25637840;1.6408865,-77.0250925;
1109068;25638056;1.5842014,-77.0242221;
371432;25638071;1.596082,-77.0167972;
371594;25638087;1.5968862,-77.013315;
591119;25638089;1.5140729,-77.0472106;
591161;25638100;1.514349,-77.0466925;
409534;25638115;1.5944208,-77.0194212;
1099813;25638165;1.6060505,-76.9723306;
372620;25638281;1.5765385,-76.9666026;
8564369;25638397;1.5861272,-76.9682358;
1015123;25638955;1.6685023,-77.0103565;
1048792;25639231;1.6511303,-76.9672257;
8551735;25639250;1.6714357,-77.0102168;
8564388;25639429;1.6691337,-77.0063586;
1082457;25650211;1.6713913,-77.0088358;
1005779;25651357;1.6021948,-76.9678144;
1083162;25651396;1.6025243,-76.9675144;
8527391;25660596;1.6024026,-76.9676483;
1190787;25660644;1.6025989,-76.9676441;
370748;25660663;1.5766963,-76.966581;
369798;25660676;1.6016281,-76.9725629;
369812;25660690;1.6012735,-76.9720302;
369810;25660710;1.6012938,-76.9720453;
369940;25660720;1.6030714,-76.9733128;
369944;25660733;1.6031667,-76.973378;
1174839;25661375;1.6510791,-76.9668516;
1150811;25661386;1.6510494,-76.9668845;
1188158;25661401;1.6511714,-76.9672683;
1034881;25661409;1.6511006,-76.9671673;
362558;25662326;1.6666688,-77.0116123;
371796;25662338;1.5960463,-77.0139967;
461782;25662813;1.4834881,-77.0751608;
1137218;25662829;1.6040185,-76.9724619;
1103212;25662866;1.6054649,-76.9659115;
8564458;25663891;1.5798439,-76.9686323;
433068;25691420;1.6709607,-77.0127672;
1048697;25691603;1.6709328,-77.0127941;
362170;25691614;1.6709596,-77.0126946;
1215201;25691627;1.5164634,-77.0464127;
1024156;25691634;1.5165718,-77.0464849;
461738;25691645;1.5166718,-77.0465194;
1196646;25691659;1.5160575,-77.0459185;
1130760;25691700;1.5160386,-77.0458945;
197276;25692667;1.4272789,-77.0686566;
1056695;25692909;1.4713698,-77.0590005;
195148;25692939;1.4281136,-77.0963601;
1128531;25692970;1.3996836,-77.1236931;
193504;25693013;1.5163874,-77.0452441;
197038;25693052;1.4146937,-77.1116434;
196446;25693108;1.4001379,-77.1241064;
621582;25693216;1.5068516,-77.0202936;
195710;25693282;1.4064691,-77.0553226;
1206832;25693331;1.5804486,-77.0225922;
374342;25693361;1.6242749,-76.9663611;
8564540;25694235;1.6031031,-76.963159;
1230626;25694948;1.6196775,-76.9594261;
8516949;25695118;1.623142,-76.9755796;
1149214;25695134;1.6015582,-76.9724416;
621550;25695228;1.5059561,-77.0211809;
1005960;25695245;1.447433,-77.079335;
1216060;25695255;1.4225119,-77.0706683;
511300;25695301;1.5596322,-77.0358289;
1232395;25695315;1.6028535,-77.0161705;
563540;25695361;1.5872103,-77.0391243;
412598;25695393;1.4722146,-77.0321583;
361746;25699959;1.6682248,-77.0158277;
469066;25700485;1.515136,-77.0457315;
1176764;25700501;1.4006349,-77.1224396;
196556;25700521;1.4010353,-77.1211096;
1113680;25702397;1.6140155,-77.0002187;
1099812;25702402;1.6060646,-76.9723547;
1088855;25702405;1.6140928,-77.0016512;
1195561;25702417;1.6140941,-77.0014442;
645703;25702447;1.6140077,-77.0022309;
366758;25742869;1.6752889,-77.038677;
366858;25743009;1.6537781,-77.0505255;
539784;25743032;1.6469358,-77.0667805;
8564643;25743041;1.580023,-76.960444;
8549095;25743216;1.596411,-77.0202145;
1209471;25743225;1.5965006,-77.0201965;
366152;25743252;1.6686156,-77.042417;
552665;25743781;1.6619313,-77.0542977;
535869;25743789;1.6632066,-77.0672945;
1008768;25744059;1.5806657,-76.9599333;
1110480;25744077;1.5964665,-76.9687163;
1121455;25744092;1.6049048,-76.9723437;
8534204;25744142;1.6022425,-76.9712855;
1265025;25744176;1.6021629,-76.9713222;
1152689;25744191;1.5772755,-76.9670331;
1086365;25744240;1.647153,-77.0119393;
1226913;25744282;1.6545625,-77.0144025;
1243412;25744352;1.645622,-77.0208333;
366596;25744394;1.6762642,-77.0202033;
366612;25744405;1.6839516,-77.0226925;
366622;25744435;1.6788224,-77.0252173;
361410;25744444;1.6698613,-77.0131315;
399552;25744453;1.6848664,-77.0251264;
362810;25744476;1.6433645,-77.0192981;
361904;25744502;1.6718754,-77.0100869;
1031052;25744552;1.6007011,-76.9702015;
370132;25744575;1.6039002,-76.9713287;
1126518;25744583;1.6056582,-76.9738959;
1248582;25744593;1.6014394,-76.9738676;
1176561;25744598;1.5986745,-76.9725263;
1099773;25744618;1.5995491,-76.9736075;
8556116;25744624;1.5983941,-76.9730757;
8564654;25744628;1.5862118,-77.0398737;
477798;25744631;1.5854151,-76.965258;
1237943;25744639;1.58466,-76.9667614;
1251772;25744644;1.5858137,-76.9679531;
1253407;25744648;1.5847521,-76.9668757;
1104571;25744654;1.6050393,-76.9656353;
1109384;25744658;1.6051707,-76.9660699;
8546111;25744668;1.5860079,-76.9678237;
8564656;25744721;1.6118016,-76.9670968;
362946;25752383;1.606948,-76.9727415;
369228;25833357;1.5964045,-76.9697652;
1092869;25833618;1.4501774,-77.082125;
8564797;25835835;1.6009665,-76.9714922;
404862;25837821;1.6040654,-76.9669543;
1163214;25837823;1.6040331,-76.966953;
372026;25838435;1.5955358,-77.016987;
1243191;25838448;1.5955697,-77.0169894;
8540008;25838494;1.5955574,-77.0170197;
1229210;25842164;1.5957002,-77.0175228;
1197719;25842185;1.5958875,-77.0173609;
1156143;25842282;1.5175241,-77.0443729;
361324;25842891;1.6690113,-77.006348;
1067337;25844010;1.4256588,-77.0712638;
1002760;25844309;1.6000871,-76.9742653;
197208;25844756;1.4267076,-77.0696477;
442914;25844762;1.4227811,-77.0716712;
1147053;25844768;1.4274691,-77.0700776;
197276;25844773;1.4273023,-77.0686723;
1089451;25844802;1.4286879,-77.0962096;
1027581;25844809;1.4284074,-77.0955579;
195126;25844816;1.4284026,-77.0955049;
1036455;25844825;1.4282477,-77.0959931;
194912;25844830;1.4281322,-77.0960062;
195146;25844832;1.4279989,-77.0962399;
1002519;25844840;1.4279224,-77.096242;
193478;25844852;1.5155251,-77.0456797;
1236711;25844893;1.5155651,-77.0456981;
8551870;25844932;1.4793772,-77.0167887;
1106696;25844943;1.515829,-77.0459458;
1070672;25844980;1.5164393,-77.0463284;
1056837;25845009;1.4444924,-77.0704823;
8551416;25845028;1.4783745,-77.0141983;
430146;25845043;1.4717575,-77.0131381;
1037359;25845050;1.5093838,-77.0500376;
1055704;25845083;1.5143148,-77.0463359;
643874;25845131;1.5155117,-77.0463175;
1011475;25847263;1.4694551,-77.0785067;
1267513;25847450;1.4492353,-77.0961109;
195082;25865084;1.4262919,-77.096908;
1063052;25865100;1.4263034,-77.0968545;
583966;25865110;1.4262735,-77.0968758;
1012580;25865121;1.4262394,-77.0967541;
194952;25865132;1.4259041,-77.0966456;
1090940;25865150;1.4258818,-77.0966648;
366162;25865171;1.6682489,-77.0418151;
366164;25865184;1.6679764,-77.0414958;
644983;25865193;1.425564,-77.0962784;
366148;25865198;1.6686493,-77.0432036;
8564908;25865218;1.6233769,-76.9754649;
1063931;25865222;1.4252164,-77.0961761;
1132348;25865236;1.4258528,-77.0959;
411346;25865279;1.4260425,-77.09634;
194964;25865302;1.426338,-77.0964334;
195172;25865395;1.4264565,-77.0963367;
1228293;25865403;1.4592647,-77.011127;
194994;25865411;1.4266704,-77.0962655;
613712;25865423;1.4267188,-77.096267;
195092;25865444;1.4267456,-77.096175;
643958;25865464;1.4720719,-77.0798603;
1149087;25865476;1.6021508,-76.9700006;
1055362;25865516;1.5061083,-77.0203789;
371604;25865519;1.5965954,-77.0135401;
1019212;25865590;1.6720061,-77.0142193;
362012;25865793;1.6686413,-77.0112119;
362272;25865810;1.6672378,-77.0141665;
1169705;25865871;1.4748718,-77.0820679;
644893;25865880;1.4483781,-76.9835159;
370570;25865888;1.5988561,-76.9714199;
8532629;25865900;1.5969856,-76.9716204;
1182559;25865922;1.5956462,-76.9696148;
8551317;25865988;1.6020718,-76.9724956;
1251662;25866383;1.6709207,-77.0103508;
362200;25866782;1.6718572,-77.0120226;
8564933;25867004;1.5160951,-77.0467187;
8564936;25867124;1.5160879,-77.0467199;
8564937;25867162;1.5160138,-77.0467326;
8564941;25867214;1.5160532,-77.0467135;
8563771;25904886;1.6673252,-77.0109611;
1227353;25904894;1.5942323,-76.9732833;
195028;25904907;1.4267509,-77.0958986;
588563;25904917;1.6080306,-76.9714635;
194986;25904919;1.4265866,-77.0956105;
1036446;25904925;1.4255953,-77.0974579;
194938;25904928;1.4266853,-77.0968249;
1073017;25904935;1.4265722,-77.0967522;
1150708;25904951;1.427438,-77.0967991;
472054;25904958;1.4499781,-77.0429448;
1097718;25904996;1.4762679,-77.0822722;
1211936;25905162;1.5951794,-77.0148095;
1109058;25905176;1.5956656,-77.0153835;
8549091;25905190;1.5930516,-77.0195167;
371800;25905206;1.5958973,-77.0137043;
584112;25905448;1.477036,-77.0178262;
1036463;25905491;1.4271094,-77.0967177;
1063060;25905506;1.4270449,-77.0966592;
1161360;25905528;1.4271749,-77.0963417;
1169342;25905544;1.4270709,-77.0962712;
1063048;25905578;1.4270618,-77.096327;
1147706;25905603;1.4274409,-77.0964165;
1230859;25905654;1.3990993,-77.0321351;
1047531;25905691;1.6004821,-76.9682423;
1162093;25905706;1.4294701,-77.0961193;
414106;25905723;1.3954768,-77.026353;
1232400;25905736;1.3936876,-77.0266534;
196082;25905747;1.4702433,-77.0255792;
1002561;25905786;1.4090087,-77.0209117;
1075369;25906076;1.6196599,-77.0643555;
1019211;25906455;1.672469,-77.0148538;
8564982;25906457;1.5136494,-77.0197093;
8564992;25906801;1.6007559,-76.9739546;
369766;25939860;1.6025166,-76.9739227;
1239011;25939925;1.6697759,-77.0096785;
1073661;25940075;1.604925,-76.9714221;
1201591;25940099;1.6051628,-76.971315;
1099812;25940156;1.6060517,-76.9722847;
1099813;25940182;1.6060376,-76.9723599;
8565070;25941642;1.5254296,-77.0413387;
1107495;25944334;1.6705387,-77.0253376;
369212;25944610;1.5968618,-76.9699011;
1157498;25944617;1.4764038,-77.0176534;
195522;25944879;1.52206,-77.0429664;
513070;25944898;1.4033829,-77.1250497;
8561839;25944920;1.578684,-76.9677921;
1074402;25945001;1.4012678,-77.121452;
629982;25945020;1.4063417,-77.1064542;
1161471;25945058;1.3981799,-77.1199585;
370142;25945190;1.6055888,-76.9722202;
8536324;25945336;1.5954131,-76.9694301;
363054;25945972;1.6640035,-77.0589803;
8539449;25946302;1.6005313,-76.9704519;
195112;25946610;1.4259133,-77.0965809;
1225013;25946654;1.6682215,-76.9840741;
8565293;25949080;1.6153497,-77.0771387;
8559793;25949099;1.668118,-77.0122773;
193320;25949262;1.5088326,-77.048628;
430702;25949269;1.5111949,-77.0489836;
1215189;25949280;1.5315279,-77.0343152;
1038879;25949299;1.5301733,-77.0334121;
8565299;25949307;1.6113274,-77.0821165;
1051757;25949330;1.5938028,-77.0214537;
363970;25949407;1.6735291,-76.9918172;
1162929;25949452;1.5927571,-77.0153429;
399714;25949481;1.713923,-77.0143467;
361390;25949506;1.6701481,-77.0124568;
361742;25949515;1.6680435,-77.0155453;
373716;25949634;1.5991517,-76.936424;
511140;25949828;1.6235455,-77.0865495;
399488;25949833;1.6228897,-77.086615;
412674;25949835;1.6235282,-77.0865723;
574908;25949967;1.6677157,-77.0136327;
603339;25949978;1.667677,-77.0135324;
372796;25950672;1.5799277,-76.9604907;
8565323;25960372;1.4674299,-77.0236978;
8565326;25960448;1.474292,-77.0812556;
369980;25960495;1.6023283,-76.9722111;
588421;25960513;1.5948161,-77.0164635;
8565332;25960523;1.4742073,-77.0812402;
8565341;25962186;1.6572199,-76.976997;
442942;25962394;1.5146594,-77.0459148;
1177455;25962446;1.5086466,-77.0506059;
1199997;25962465;1.4291016,-77.0958626;
361240;25962609;1.6698766,-77.0097126;
8532321;25962657;1.4289682,-77.0956999;
193308;25962673;1.5135663,-77.0474911;
1109392;25962689;1.5161146,-77.0459492;
8565351;25962869;1.6679445,-76.9836;
8565353;25962963;1.669299,-76.9865725;
373042;25963965;1.5899313,-77.0416363;
